error_model,jitter_std,jitter_iteration,acquisition,mean_rank_fragility,mean_fragility,median_fragility,mean_absolute_loss,n_benchmarks
gaussian,1.0,20,ei,5.65,0.022568159699181703,0.02011085569163025,0.17379409871040735,20
gaussian,1.0,20,pi,7.75,0.05253952524360744,0.03685137010377221,0.21601392281550078,20
gaussian,1.0,20,logpi,7.9,0.048847295627513165,0.03695469626894353,0.2108254891176046,20
gaussian,5.0,0,qucb,3.3,0.17754654277035464,0.16755316751003868,0.47158475387875853,20
gaussian,5.0,0,ucb,4.3,0.2012288858348324,0.19308045897779166,0.48680088320294035,20
gaussian,5.0,0,qnei,4.55,0.20728225607747888,0.18578715474035323,0.4666635770644104,20
gaussian,5.0,0,qpi,4.55,0.20085585374246961,0.1438668282594845,0.48832810934131105,20
gaussian,5.0,0,qei,5.05,0.20835040412848996,0.190742323053901,0.4677984888204095,20
gaussian,5.0,0,ei,5.45,0.21510578262086216,0.17529742220290448,0.4790249332446258,20
gaussian,5.0,0,logei,5.85,0.23470875021117524,0.2085478203758962,0.4980125931078711,20
gaussian,5.0,0,greedy,7.15,0.23804948864401831,0.22704236802208488,0.5338216511221567,20
gaussian,5.0,0,pi,7.35,0.25107074445602023,0.23640114659090808,0.5326154761800528,20
gaussian,5.0,0,logpi,7.45,0.25095926878741015,0.21842707750982165,0.5316649843868587,20
gaussian,5.0,20,qei,4.65,0.03924764351062404,0.02287748133134126,0.18338739807069074,20
gaussian,5.0,20,qnei,4.75,0.0433951923372399,0.02176512764967706,0.18956104231826107,20
gaussian,5.0,20,qpi,4.8,0.04014163538256221,0.019929060349519544,0.21423594373175567,20
gaussian,5.0,20,greedy,4.85,0.04011950816581415,0.03780925979859849,0.231707318011871,20
gaussian,5.0,20,logei,5.35,0.04594009698136356,0.019281054296750613,0.1974158449963149,20
gaussian,5.0,20,ei,5.4,0.041608607267046224,0.012059394034520799,0.19283454627827187,20
gaussian,5.0,20,qucb,5.45,0.05148671406910227,0.016397373741398057,0.23183510311126238,20
gaussian,5.0,20,ucb,6.2,0.05906418825086275,0.030246315641088088,0.22669238536029837,20
gaussian,5.0,20,logpi,6.65,0.05896058281945564,0.0605801910550485,0.2209387763095471,20
gaussian,5.0,20,pi,6.9,0.05853397574099819,0.04348568985492242,0.22200837331289153,20
