dataset,dim,seed,k,sigma_e,frag_k,frag_exact,gp_mean_rank_corr,gp_mean_max,exact_max,fit_warnings,fit_seconds
ackley,4,14,50,1.0,0.017546183794089107,0.18350936234122667,-0.006318665598535132,9.47936733366864,6.1520471576177185,0,0.24479019999853335
ackley,4,14,50,2.0,0.7055646163506749,1.1882856996773044,-0.006318665598535132,9.47936733366864,6.1520471576177185,0,0.24479019999853335
ackley,4,14,50,5.0,7.249848657912008,4.849024540972906,-0.006318665598535132,9.47936733366864,6.1520471576177185,0,0.24479019999853335
ackley,4,15,10,0.05,0.01292982546936121,0.008921424584086252,0.5215481231403066,1.1837258754549906,6.1520471576177185,0,0.1939093000255525
ackley,4,15,10,0.25,0.1057585401134768,0.035845416935037094,0.5215481231403066,1.1837258754549906,6.1520471576177185,0,0.1939093000255525
ackley,4,15,10,0.5,0.2676719013793932,0.05322134275516614,0.5215481231403066,1.1837258754549906,6.1520471576177185,0,0.1939093000255525
ackley,4,15,10,1.0,0.7539753226374535,0.18350936234122667,0.5215481231403066,1.1837258754549906,6.1520471576177185,0,0.1939093000255525
ackley,4,15,10,2.0,1.1799295232588416,1.1882856996773044,0.5215481231403066,1.1837258754549906,6.1520471576177185,0,0.1939093000255525
ackley,4,15,10,5.0,1.3917092884414506,4.849024540972906,0.5215481231403066,1.1837258754549906,6.1520471576177185,0,0.1939093000255525
ackley,4,15,20,0.05,0.0,0.008921424584086252,0.25180533302815283,5.312210148058365,6.1520471576177185,0,0.21505459997570142
ackley,4,15,20,0.25,0.04521896055779695,0.035845416935037094,0.25180533302815283,5.312210148058365,6.1520471576177185,0,0.21505459997570142
ackley,4,15,20,0.5,0.1719794692132784,0.05322134275516614,0.25180533302815283,5.312210148058365,6.1520471576177185,0,0.21505459997570142
ackley,4,15,20,1.0,0.5352331873236662,0.18350936234122667,0.25180533302815283,5.312210148058365,6.1520471576177185,0,0.21505459997570142
ackley,4,15,20,2.0,1.5322336078567949,1.1882856996773044,0.25180533302815283,5.312210148058365,6.1520471576177185,0,0.21505459997570142
ackley,4,15,20,5.0,4.290305122072332,4.849024540972906,0.25180533302815283,5.312210148058365,6.1520471576177185,0,0.21505459997570142
ackley,4,15,50,0.05,0.0,0.008921424584086252,0.02847047379262989,5.9710537855074,6.1520471576177185,0,0.17283699999097735
ackley,4,15,50,0.25,0.04894948942356198,0.035845416935037094,0.02847047379262989,5.9710537855074,6.1520471576177185,0,0.17283699999097735
ackley,4,15,50,0.5,0.1170960978882404,0.05322134275516614,0.02847047379262989,5.9710537855074,6.1520471576177185,0,0.17283699999097735
ackley,4,15,50,1.0,0.24089905525754585,0.18350936234122667,0.02847047379262989,5.9710537855074,6.1520471576177185,0,0.17283699999097735
ackley,4,15,50,2.0,1.5506272770410392,1.1882856996773044,0.02847047379262989,5.9710537855074,6.1520471576177185,0,0.17283699999097735
ackley,4,15,50,5.0,5.077595450562778,4.849024540972906,0.02847047379262989,5.9710537855074,6.1520471576177185,0,0.17283699999097735
ackley,4,16,10,0.05,0.003673610373012071,0.008921424584086252,0.3983048180361638,2.397629414538681,6.1520471576177185,0,0.1891639999812469
ackley,4,16,10,0.25,0.13014479736694762,0.035845416935037094,0.3983048180361638,2.397629414538681,6.1520471576177185,0,0.1891639999812469
ackley,4,16,10,0.5,0.31847810918972874,0.05322134275516614,0.3983048180361638,2.397629414538681,6.1520471576177185,0,0.1891639999812469
ackley,4,16,10,1.0,0.6844760849766062,0.18350936234122667,0.3983048180361638,2.397629414538681,6.1520471576177185,0,0.1891639999812469
ackley,4,16,10,2.0,1.3772287198960977,1.1882856996773044,0.3983048180361638,2.397629414538681,6.1520471576177185,0,0.1891639999812469
ackley,4,16,10,5.0,2.006182245991854,4.849024540972906,0.3983048180361638,2.397629414538681,6.1520471576177185,0,0.1891639999812469
ackley,4,16,20,0.05,0.0,0.008921424584086252,0.15297193293659875,3.1166725174312884,6.1520471576177185,0,0.21465369997895323
ackley,4,16,20,0.25,0.003287420789673405,0.035845416935037094,0.15297193293659875,3.1166725174312884,6.1520471576177185,0,0.21465369997895323
ackley,4,16,20,0.5,0.10543065275818034,0.05322134275516614,0.15297193293659875,3.1166725174312884,6.1520471576177185,0,0.21465369997895323
ackley,4,16,20,1.0,1.2570020838261622,0.18350936234122667,0.15297193293659875,3.1166725174312884,6.1520471576177185,0,0.21465369997895323
ackley,4,16,20,2.0,2.4665956685165265,1.1882856996773044,0.15297193293659875,3.1166725174312884,6.1520471576177185,0,0.21465369997895323
ackley,4,16,20,5.0,2.753454219028118,4.849024540972906,0.15297193293659875,3.1166725174312884,6.1520471576177185,0,0.21465369997895323
ackley,4,16,50,0.05,0.0,0.008921424584086252,0.03878962577248797,7.21498609312744,6.1520471576177185,0,0.27624189999187365
ackley,4,16,50,0.25,0.0,0.035845416935037094,0.03878962577248797,7.21498609312744,6.1520471576177185,0,0.27624189999187365
ackley,4,16,50,0.5,0.029698150360409948,0.05322134275516614,0.03878962577248797,7.21498609312744,6.1520471576177185,0,0.27624189999187365
ackley,4,16,50,1.0,0.22331738529946193,0.18350936234122667,0.03878962577248797,7.21498609312744,6.1520471576177185,0,0.27624189999187365
ackley,4,16,50,2.0,1.3571966216260527,1.1882856996773044,0.03878962577248797,7.21498609312744,6.1520471576177185,0,0.27624189999187365
ackley,4,16,50,5.0,6.04581451924248,4.849024540972906,0.03878962577248797,7.21498609312744,6.1520471576177185,0,0.27624189999187365
shekel,4,7,10,0.05,0.0,0.0,0.13938258182650487,2.277267714205224,11.638336699694724,0,0.2364250999817159
shekel,4,7,10,0.25,0.12088659889446254,0.0,0.13938258182650487,2.277267714205224,11.638336699694724,0,0.2364250999817159
shekel,4,7,10,0.5,0.30382824951199644,0.0,0.13938258182650487,2.277267714205224,11.638336699694724,0,0.2364250999817159
shekel,4,7,10,1.0,0.9758977604527871,0.0,0.13938258182650487,2.277267714205224,11.638336699694724,0,0.2364250999817159
shekel,4,7,10,2.0,1.7051979871091372,0.1684740719429113,0.13938258182650487,2.277267714205224,11.638336699694724,0,0.2364250999817159
shekel,4,7,10,5.0,1.9858124921664615,7.604030788949067,0.13938258182650487,2.277267714205224,11.638336699694724,0,0.2364250999817159
shekel,4,7,20,0.05,0.0,0.0,0.15648979465375948,16.585793342823088,11.638336699694724,0,0.23735650000162423
shekel,4,7,20,0.25,0.0,0.0,0.15648979465375948,16.585793342823088,11.638336699694724,0,0.23735650000162423
shekel,4,7,20,0.5,0.0,0.0,0.15648979465375948,16.585793342823088,11.638336699694724,0,0.23735650000162423
shekel,4,7,20,1.0,0.0,0.0,0.15648979465375948,16.585793342823088,11.638336699694724,0,0.23735650000162423
shekel,4,7,20,2.0,0.005415953295714343,0.1684740719429113,0.15648979465375948,16.585793342823088,11.638336699694724,0,0.23735650000162423
shekel,4,7,20,5.0,6.843834491534105,7.604030788949067,0.15648979465375948,16.585793342823088,11.638336699694724,0,0.23735650000162423
shekel,4,7,50,0.05,0.0,0.0,-0.1303038325780954,7.548562119846627,11.638336699694724,0,0.19768319997820072
shekel,4,7,50,0.25,0.0,0.0,-0.1303038325780954,7.548562119846627,11.638336699694724,0,0.19768319997820072
shekel,4,7,50,0.5,0.0,0.0,-0.1303038325780954,7.548562119846627,11.638336699694724,0,0.19768319997820072
shekel,4,7,50,1.0,0.10110635041825836,0.0,-0.1303038325780954,7.548562119846627,11.638336699694724,0,0.19768319997820072
shekel,4,7,50,2.0,3.102713229510504,0.1684740719429113,-0.1303038325780954,7.548562119846627,11.638336699694724,0,0.19768319997820072
shekel,4,7,50,5.0,4.780971877975256,7.604030788949067,-0.1303038325780954,7.548562119846627,11.638336699694724,0,0.19768319997820072
shekel,4,8,10,0.05,0.0,0.0,0.15658259899290453,1.2204844651287563,11.638336699694724,0,0.24410770001122728
shekel,4,8,10,0.25,0.240928034691511,0.0,0.15658259899290453,1.2204844651287563,11.638336699694724,0,0.24410770001122728
shekel,4,8,10,0.5,0.6309513085965497,0.0,0.15658259899290453,1.2204844651287563,11.638336699694724,0,0.24410770001122728
shekel,4,8,10,1.0,0.7588321375797712,0.0,0.15658259899290453,1.2204844651287563,11.638336699694724,0,0.24410770001122728
shekel,4,8,10,2.0,0.7979023465350077,0.1684740719429113,0.15658259899290453,1.2204844651287563,11.638336699694724,0,0.24410770001122728
shekel,4,8,10,5.0,0.8045746497785526,7.604030788949067,0.15658259899290453,1.2204844651287563,11.638336699694724,0,0.24410770001122728
shekel,4,8,20,0.05,0.0,0.0,-0.15875271801327534,3.9029450971901323,11.638336699694724,0,0.20700399999623187
shekel,4,8,20,0.25,0.0,0.0,-0.15875271801327534,3.9029450971901323,11.638336699694724,0,0.20700399999623187
shekel,4,8,20,0.5,0.012437051447029567,0.0,-0.15875271801327534,3.9029450971901323,11.638336699694724,0,0.20700399999623187
shekel,4,8,20,1.0,1.2516200714317962,0.0,-0.15875271801327534,3.9029450971901323,11.638336699694724,0,0.20700399999623187
shekel,4,8,20,2.0,2.7090841400369543,0.1684740719429113,-0.15875271801327534,3.9029450971901323,11.638336699694724,0,0.20700399999623187
shekel,4,8,20,5.0,3.007758438407585,7.604030788949067,-0.15875271801327534,3.9029450971901323,11.638336699694724,0,0.20700399999623187
shekel,4,8,50,0.05,0.0,0.0,-0.20050421769528368,2.7865264337775795,11.638336699694724,0,0.24245710001559928
shekel,4,8,50,0.25,0.0013995866415865384,0.0,-0.20050421769528368,2.7865264337775795,11.638336699694724,0,0.24245710001559928
shekel,4,8,50,0.5,0.4765210792187676,0.0,-0.20050421769528368,2.7865264337775795,11.638336699694724,0,0.24245710001559928
shekel,4,8,50,1.0,1.4514723973111598,0.0,-0.20050421769528368,2.7865264337775795,11.638336699694724,0,0.24245710001559928
shekel,4,8,50,2.0,1.6652119792226798,0.1684740719429113,-0.20050421769528368,2.7865264337775795,11.638336699694724,0,0.24245710001559928
shekel,4,8,50,5.0,1.7064724915200236,7.604030788949067,-0.20050421769528368,2.7865264337775795,11.638336699694724,0,0.24245710001559928
shekel,4,9,10,0.05,0.0,0.0,0.13452428062328287,5.402999463914882,11.638336699694724,0,0.19633790000807494
shekel,4,9,10,0.25,0.0,0.0,0.13452428062328287,5.402999463914882,11.638336699694724,0,0.19633790000807494
shekel,4,9,10,0.5,0.0,0.0,0.13452428062328287,5.402999463914882,11.638336699694724,0,0.19633790000807494
shekel,4,9,10,1.0,0.16099626705997616,0.0,0.13452428062328287,5.402999463914882,11.638336699694724,0,0.19633790000807494
shekel,4,9,10,2.0,3.1210793859704795,0.1684740719429113,0.13452428062328287,5.402999463914882,11.638336699694724,0,0.19633790000807494
shekel,4,9,10,5.0,4.638080595989397,7.604030788949067,0.13452428062328287,5.402999463914882,11.638336699694724,0,0.19633790000807494
shekel,4,9,20,0.05,0.0,0.0,-0.051679291866284796,1.3364777130262002,11.638336699694724,0,0.24520529998699203
shekel,4,9,20,0.25,0.375259490653463,0.0,-0.051679291866284796,1.3364777130262002,11.638336699694724,0,0.24520529998699203
shekel,4,9,20,0.5,0.4550012123423505,0.0,-0.051679291866284796,1.3364777130262002,11.638336699694724,0,0.24520529998699203
shekel,4,9,20,1.0,0.4718252363218296,0.0,-0.051679291866284796,1.3364777130262002,11.638336699694724,0,0.24520529998699203
shekel,4,9,20,2.0,0.47623402182983565,0.1684740719429113,-0.051679291866284796,1.3364777130262002,11.638336699694724,0,0.24520529998699203
shekel,4,9,20,5.0,0.47713443739286177,7.604030788949067,-0.051679291866284796,1.3364777130262002,11.638336699694724,0,0.24520529998699203
shekel,4,9,50,0.05,0.011222167816764798,0.0,0.0018467319964305502,1.139685490975845,11.638336699694724,0,0.24208339999313466
shekel,4,9,50,0.25,0.2858721419233003,0.0,0.0018467319964305502,1.139685490975845,11.638336699694724,0,0.24208339999313466
shekel,4,9,50,0.5,0.5437654221959968,0.0,0.0018467319964305502,1.139685490975845,11.638336699694724,0,0.24208339999313466
shekel,4,9,50,1.0,0.6069007931317962,0.0,0.0018467319964305502,1.139685490975845,11.638336699694724,0,0.24208339999313466
shekel,4,9,50,2.0,0.6249350668916588,0.1684740719429113,0.0018467319964305502,1.139685490975845,11.638336699694724,0,0.24208339999313466
shekel,4,9,50,5.0,0.6320987699218236,7.604030788949067,0.0018467319964305502,1.139685490975845,11.638336699694724,0,0.24208339999313466
shekel,4,10,10,0.05,0.0,0.0,-0.12715080682078275,2.4802258251776443,11.638336699694724,0,0.22842999998829328
shekel,4,10,10,0.25,0.1074141822141145,0.0,-0.12715080682078275,2.4802258251776443,11.638336699694724,0,0.22842999998829328
shekel,4,10,10,0.5,0.3331965536196508,0.0,-0.12715080682078275,2.4802258251776443,11.638336699694724,0,0.22842999998829328
shekel,4,10,10,1.0,0.9835905380857815,0.0,-0.12715080682078275,2.4802258251776443,11.638336699694724,0,0.22842999998829328
shekel,4,10,10,2.0,1.7462820893564208,0.1684740719429113,-0.12715080682078275,2.4802258251776443,11.638336699694724,0,0.22842999998829328
shekel,4,10,10,5.0,2.070230910793657,7.604030788949067,-0.12715080682078275,2.4802258251776443,11.638336699694724,0,0.22842999998829328
shekel,4,10,20,0.05,0.0,0.0,-0.02003032730601968,4.6874428271124895,11.638336699694724,0,0.20778640001663007
shekel,4,10,20,0.25,0.0,0.0,-0.02003032730601968,4.6874428271124895,11.638336699694724,0,0.20778640001663007
shekel,4,10,20,0.5,0.012343429469250605,0.0,-0.02003032730601968,4.6874428271124895,11.638336699694724,0,0.20778640001663007
shekel,4,10,20,1.0,0.49880977308938146,0.0,-0.02003032730601968,4.6874428271124895,11.638336699694724,0,0.20778640001663007
shekel,4,10,20,2.0,3.0299926830304047,0.1684740719429113,-0.02003032730601968,4.6874428271124895,11.638336699694724,0,0.20778640001663007
shekel,4,10,20,5.0,3.9914825394066082,7.604030788949067,-0.02003032730601968,4.6874428271124895,11.638336699694724,0,0.20778640001663007
shekel,4,10,50,0.05,0.0,0.0,0.04467225829958465,2.6957704166187417,11.638336699694724,0,0.17821319997892715
shekel,4,10,50,0.25,0.0,0.0,0.04467225829958465,2.6957704166187417,11.638336699694724,0,0.17821319997892715
shekel,4,10,50,0.5,0.05732899770477505,0.0,0.04467225829958465,2.6957704166187417,11.638336699694724,0,0.17821319997892715
shekel,4,10,50,1.0,1.5482428057780075,0.0,0.04467225829958465,2.6957704166187417,11.638336699694724,0,0.17821319997892715
shekel,4,10,50,2.0,2.2951570231571576,0.1684740719429113,0.04467225829958465,2.6957704166187417,11.638336699694724,0,0.17821319997892715
shekel,4,10,50,5.0,2.4510434884349506,7.604030788949067,0.04467225829958465,2.6957704166187417,11.638336699694724,0,0.17821319997892715
shekel,4,11,10,0.05,0.01611697283843242,0.0,0.22896186198214688,0.9211850200385184,11.638336699694724,0,0.2506186999962665
shekel,4,11,10,0.25,0.12097910362207914,0.0,0.22896186198214688,0.9211850200385184,11.638336699694724,0,0.2506186999962665
shekel,4,11,10,0.5,0.3072816773537158,0.0,0.22896186198214688,0.9211850200385184,11.638336699694724,0,0.2506186999962665
shekel,4,11,10,1.0,0.7252268823219015,0.0,0.22896186198214688,0.9211850200385184,11.638336699694724,0,0.2506186999962665
shekel,4,11,10,2.0,1.0019653148745657,0.1684740719429113,0.22896186198214688,0.9211850200385184,11.638336699694724,0,0.2506186999962665
shekel,4,11,10,5.0,1.1310668416313483,7.604030788949067,0.22896186198214688,0.9211850200385184,11.638336699694724,0,0.2506186999962665
shekel,4,11,20,0.05,0.0,0.0,0.1301678015564202,9.755721326608969,11.638336699694724,0,0.28955669997958466
shekel,4,11,20,0.25,0.0,0.0,0.1301678015564202,9.755721326608969,11.638336699694724,0,0.28955669997958466
shekel,4,11,20,0.5,0.02588252129088468,0.0,0.1301678015564202,9.755721326608969,11.638336699694724,0,0.28955669997958466
shekel,4,11,20,1.0,0.4839521125929283,0.0,0.1301678015564202,9.755721326608969,11.638336699694724,0,0.28955669997958466
shekel,4,11,20,2.0,1.1770763971473965,0.1684740719429113,0.1301678015564202,9.755721326608969,11.638336699694724,0,0.28955669997958466
shekel,4,11,20,5.0,5.441943916783802,7.604030788949067,0.1301678015564202,9.755721326608969,11.638336699694724,0,0.28955669997958466
shekel,4,11,50,0.05,0.00690628238085713,0.0,0.12942964637216753,7.1167532487088945,11.638336699694724,0,0.1837731999985408
shekel,4,11,50,0.25,0.013187308719745678,0.0,0.12942964637216753,7.1167532487088945,11.638336699694724,0,0.1837731999985408
shekel,4,11,50,0.5,0.0604786407423953,0.0,0.12942964637216753,7.1167532487088945,11.638336699694724,0,0.1837731999985408
shekel,4,11,50,1.0,0.14026838813674192,0.0,0.12942964637216753,7.1167532487088945,11.638336699694724,0,0.1837731999985408
shekel,4,11,50,2.0,0.7110619394354938,0.1684740719429113,0.12942964637216753,7.1167532487088945,11.638336699694724,0,0.1837731999985408
shekel,4,11,50,5.0,5.130087811333798,7.604030788949067,0.12942964637216753,7.1167532487088945,11.638336699694724,0,0.1837731999985408
shekel,4,12,10,0.05,0.0139074768992182,0.0,0.44328006981002516,0.7592872334153657,11.638336699694724,0,0.1933464999892749
shekel,4,12,10,0.25,0.12249296585282429,0.0,0.44328006981002516,0.7592872334153657,11.638336699694724,0,0.1933464999892749
shekel,4,12,10,0.5,0.33679539359610433,0.0,0.44328006981002516,0.7592872334153657,11.638336699694724,0,0.1933464999892749
shekel,4,12,10,1.0,0.7540696703944195,0.0,0.44328006981002516,0.7592872334153657,11.638336699694724,0,0.1933464999892749
shekel,4,12,10,2.0,1.0202918198831212,0.1684740719429113,0.44328006981002516,0.7592872334153657,11.638336699694724,0,0.1933464999892749
shekel,4,12,10,5.0,1.1410723184534517,7.604030788949067,0.44328006981002516,0.7592872334153657,11.638336699694724,0,0.1933464999892749
shekel,4,12,20,0.05,0.0,0.0,0.42094515335317,4.833444112581894,11.638336699694724,0,0.2349048999894876
shekel,4,12,20,0.25,0.030108441649743085,0.0,0.42094515335317,4.833444112581894,11.638336699694724,0,0.2349048999894876
shekel,4,12,20,0.5,0.1826260916482055,0.0,0.42094515335317,4.833444112581894,11.638336699694724,0,0.2349048999894876
shekel,4,12,20,1.0,0.47702013142224986,0.0,0.42094515335317,4.833444112581894,11.638336699694724,0,0.2349048999894876
shekel,4,12,20,2.0,1.991829312661503,0.1684740719429113,0.42094515335317,4.833444112581894,11.638336699694724,0,0.2349048999894876
shekel,4,12,20,5.0,4.117116292763224,7.604030788949067,0.42094515335317,4.833444112581894,11.638336699694724,0,0.2349048999894876
shekel,4,12,50,0.05,0.0,0.0,-0.002951331055652471,12.784660181281737,11.638336699694724,0,0.2236200000043027
shekel,4,12,50,0.25,0.0,0.0,-0.002951331055652471,12.784660181281737,11.638336699694724,0,0.2236200000043027
shekel,4,12,50,0.5,0.0,0.0,-0.002951331055652471,12.784660181281737,11.638336699694724,0,0.2236200000043027
shekel,4,12,50,1.0,0.0,0.0,-0.002951331055652471,12.784660181281737,11.638336699694724,0,0.2236200000043027
shekel,4,12,50,2.0,0.01196262232809766,0.1684740719429113,-0.002951331055652471,12.784660181281737,11.638336699694724,0,0.2236200000043027
shekel,4,12,50,5.0,7.85581136072477,7.604030788949067,-0.002951331055652471,12.784660181281737,11.638336699694724,0,0.2236200000043027
shekel,4,13,10,0.05,0.00408240777959659,0.0,0.4105058365758754,2.8525561546485005,11.638336699694724,0,0.17195729998638853
shekel,4,13,10,0.25,0.11363373689578986,0.0,0.4105058365758754,2.8525561546485005,11.638336699694724,0,0.17195729998638853
shekel,4,13,10,0.5,0.216655123468414,0.0,0.4105058365758754,2.8525561546485005,11.638336699694724,0,0.17195729998638853
shekel,4,13,10,1.0,0.5469278439774586,0.0,0.4105058365758754,2.8525561546485005,11.638336699694724,0,0.17195729998638853
shekel,4,13,10,2.0,1.6336027566141103,0.1684740719429113,0.4105058365758754,2.8525561546485005,11.638336699694724,0,0.17195729998638853
shekel,4,13,10,5.0,2.480394937224647,7.604030788949067,0.4105058365758754,2.8525561546485005,11.638336699694724,0,0.17195729998638853
shekel,4,13,20,0.05,0.0,0.0,0.37655284390020594,5.163035909325153,11.638336699694724,0,0.19570670000393875
shekel,4,13,20,0.25,0.005090159893634882,0.0,0.37655284390020594,5.163035909325153,11.638336699694724,0,0.19570670000393875
shekel,4,13,20,0.5,0.13767436634778038,0.0,0.37655284390020594,5.163035909325153,11.638336699694724,0,0.19570670000393875
shekel,4,13,20,1.0,0.46091061938671696,0.0,0.37655284390020594,5.163035909325153,11.638336699694724,0,0.19570670000393875
shekel,4,13,20,2.0,1.781202776983743,0.1684740719429113,0.37655284390020594,5.163035909325153,11.638336699694724,0,0.19570670000393875
shekel,4,13,20,5.0,4.688423774598285,7.604030788949067,0.37655284390020594,5.163035909325153,11.638336699694724,0,0.19570670000393875
shekel,4,13,50,0.05,0.0,0.0,0.1246283823867149,13.174317306458272,11.638336699694724,0,0.263173800020013
shekel,4,13,50,0.25,0.0,0.0,0.1246283823867149,13.174317306458272,11.638336699694724,0,0.263173800020013
shekel,4,13,50,0.5,0.0,0.0,0.1246283823867149,13.174317306458272,11.638336699694724,0,0.263173800020013
shekel,4,13,50,1.0,0.0,0.0,0.1246283823867149,13.174317306458272,11.638336699694724,0,0.263173800020013
shekel,4,13,50,2.0,0.07175217736992236,0.1684740719429113,0.1246283823867149,13.174317306458272,11.638336699694724,0,0.263173800020013
shekel,4,13,50,5.0,7.963555258996579,7.604030788949067,0.1246283823867149,13.174317306458272,11.638336699694724,0,0.263173800020013
shekel,4,14,10,0.05,0.0016738768153641164,0.0,0.3209852082856488,2.419672383687818,11.638336699694724,0,0.23748640000121668
shekel,4,14,10,0.25,0.11904578946759992,0.0,0.3209852082856488,2.419672383687818,11.638336699694724,0,0.23748640000121668
shekel,4,14,10,0.5,0.20217055575166165,0.0,0.3209852082856488,2.419672383687818,11.638336699694724,0,0.23748640000121668
shekel,4,14,10,1.0,0.8256029929950287,0.0,0.3209852082856488,2.419672383687818,11.638336699694724,0,0.23748640000121668
shekel,4,14,10,2.0,1.646310969179,0.1684740719429113,0.3209852082856488,2.419672383687818,11.638336699694724,0,0.23748640000121668
shekel,4,14,10,5.0,1.9059538559967335,7.604030788949067,0.3209852082856488,2.419672383687818,11.638336699694724,0,0.23748640000121668
shekel,4,14,20,0.05,0.0,0.0,0.15505006573984892,10.341143214073671,11.638336699694724,0,0.22444709998671897
shekel,4,14,20,0.25,0.0,0.0,0.15505006573984892,10.341143214073671,11.638336699694724,0,0.22444709998671897
shekel,4,14,20,0.5,0.0,0.0,0.15505006573984892,10.341143214073671,11.638336699694724,0,0.22444709998671897
shekel,4,14,20,1.0,0.0,0.0,0.15505006573984892,10.341143214073671,11.638336699694724,0,0.22444709998671897
shekel,4,14,20,2.0,0.5375359578539797,0.1684740719429113,0.15505006573984892,10.341143214073671,11.638336699694724,0,0.22444709998671897
shekel,4,14,20,5.0,7.460216294483083,7.604030788949067,0.15505006573984892,10.341143214073671,11.638336699694724,0,0.22444709998671897
shekel,4,14,50,0.05,0.0,0.0,-0.04118022890769101,3.434502147334546,11.638336699694724,0,0.25219420000212267
shekel,4,14,50,0.25,0.0,0.0,-0.04118022890769101,3.434502147334546,11.638336699694724,0,0.25219420000212267
shekel,4,14,50,0.5,0.06980476291210178,0.0,-0.04118022890769101,3.434502147334546,11.638336699694724,0,0.25219420000212267
shekel,4,14,50,1.0,1.5409605148616707,0.0,-0.04118022890769101,3.434502147334546,11.638336699694724,0,0.25219420000212267
shekel,4,14,50,2.0,2.2988363249301473,0.1684740719429113,-0.04118022890769101,3.434502147334546,11.638336699694724,0,0.25219420000212267
shekel,4,14,50,5.0,2.4467300916696675,7.604030788949067,-0.04118022890769101,3.434502147334546,11.638336699694724,0,0.25219420000212267
shekel,4,15,10,0.05,0.0,0.0,0.27018482490272366,3.5375852348871657,11.638336699694724,0,0.2353826000180561
shekel,4,15,10,0.25,0.005013223941381532,0.0,0.27018482490272366,3.5375852348871657,11.638336699694724,0,0.2353826000180561
shekel,4,15,10,0.5,0.15211312385422796,0.0,0.27018482490272366,3.5375852348871657,11.638336699694724,0,0.2353826000180561
shekel,4,15,10,1.0,0.7763158180897636,0.0,0.27018482490272366,3.5375852348871657,11.638336699694724,0,0.2353826000180561
shekel,4,15,10,2.0,2.4222762666181463,0.1684740719429113,0.27018482490272366,3.5375852348871657,11.638336699694724,0,0.2353826000180561
shekel,4,15,10,5.0,3.372764125855903,7.604030788949067,0.27018482490272366,3.5375852348871657,11.638336699694724,0,0.2353826000180561
shekel,4,15,20,0.05,0.0,0.0,0.04490801670862897,5.271473378179492,11.638336699694724,0,0.19241780001902953
shekel,4,15,20,0.25,0.0,0.0,0.04490801670862897,5.271473378179492,11.638336699694724,0,0.19241780001902953
shekel,4,15,20,0.5,0.0,0.0,0.04490801670862897,5.271473378179492,11.638336699694724,0,0.19241780001902953
shekel,4,15,20,1.0,0.26159038916353156,0.0,0.04490801670862897,5.271473378179492,11.638336699694724,0,0.19241780001902953
shekel,4,15,20,2.0,2.957281147940236,0.1684740719429113,0.04490801670862897,5.271473378179492,11.638336699694724,0,0.19241780001902953
shekel,4,15,20,5.0,4.5089322299089964,7.604030788949067,0.04490801670862897,5.271473378179492,11.638336699694724,0,0.19241780001902953
shekel,4,15,50,0.05,0.0,0.0,0.14067412154006248,13.688058509401138,11.638336699694724,0,0.22328189999097958
shekel,4,15,50,0.25,0.0,0.0,0.14067412154006248,13.688058509401138,11.638336699694724,0,0.22328189999097958
shekel,4,15,50,0.5,0.0,0.0,0.14067412154006248,13.688058509401138,11.638336699694724,0,0.22328189999097958
shekel,4,15,50,1.0,0.0,0.0,0.14067412154006248,13.688058509401138,11.638336699694724,0,0.22328189999097958
shekel,4,15,50,2.0,0.019012010975516566,0.1684740719429113,0.14067412154006248,13.688058509401138,11.638336699694724,0,0.22328189999097958
shekel,4,15,50,5.0,7.900575549560512,7.604030788949067,0.14067412154006248,13.688058509401138,11.638336699694724,0,0.22328189999097958
shekel,4,16,10,0.05,0.01199946182781361,0.0,0.1676563572899977,3.8005251660513597,11.638336699694724,0,0.2351292000093963
shekel,4,16,10,0.25,0.09135613497581643,0.0,0.1676563572899977,3.8005251660513597,11.638336699694724,0,0.2351292000093963
shekel,4,16,10,0.5,0.2808932777341686,0.0,0.1676563572899977,3.8005251660513597,11.638336699694724,0,0.2351292000093963
shekel,4,16,10,1.0,0.5938734228990729,0.0,0.1676563572899977,3.8005251660513597,11.638336699694724,0,0.2351292000093963
shekel,4,16,10,2.0,1.228097466648114,0.1684740719429113,0.1676563572899977,3.8005251660513597,11.638336699694724,0,0.2351292000093963
shekel,4,16,10,5.0,2.412999031652719,7.604030788949067,0.1676563572899977,3.8005251660513597,11.638336699694724,0,0.2351292000093963
shekel,4,16,20,0.05,0.0,0.0,0.40853384641794455,5.60452000580036,11.638336699694724,0,0.2280431000108365
shekel,4,16,20,0.25,0.009417210660567164,0.0,0.40853384641794455,5.60452000580036,11.638336699694724,0,0.2280431000108365
shekel,4,16,20,0.5,0.10044934814641515,0.0,0.40853384641794455,5.60452000580036,11.638336699694724,0,0.2280431000108365
shekel,4,16,20,1.0,0.3207667835154289,0.0,0.40853384641794455,5.60452000580036,11.638336699694724,0,0.2280431000108365
shekel,4,16,20,2.0,2.127645585777802,0.1684740719429113,0.40853384641794455,5.60452000580036,11.638336699694724,0,0.2280431000108365
shekel,4,16,20,5.0,4.798792460050762,7.604030788949067,0.40853384641794455,5.60452000580036,11.638336699694724,0,0.2280431000108365
shekel,4,16,50,0.05,0.0,0.0,0.14808666170748452,9.72675302201488,11.638336699694724,0,0.2580549000122119
shekel,4,16,50,0.25,0.0,0.0,0.14808666170748452,9.72675302201488,11.638336699694724,0,0.2580549000122119
shekel,4,16,50,0.5,0.0,0.0,0.14808666170748452,9.72675302201488,11.638336699694724,0,0.2580549000122119
