dataset,jitter_std,variant,opt_z,cap_z,headroom_above_cap,frag,cost_capped,cost_uncapped,extra_cost
griewank,1.0,ceil0.9-fixed,2.7538558156589708,1.2815515655446004,1.4723042501143704,0.845765438608116,0.6559007527366248,0.37745144407832293,0.2784493086583019
hartmann_3,0.25,ceil0.9-anchored,3.0549009421557276,1.2815515655446004,1.7733493766111272,0.06754518815447472,0.054524734257247534,0.10549970766417212,-0.050974973406924584
hartmann_3,0.25,ceil0.9-fixed,3.0549009421557276,1.2815515655446004,1.7733493766111272,0.06754518815447472,0.26812310030231756,0.10549970766417212,0.16262339263814546
hartmann_3,1.0,ceil0.9-anchored,3.0549009421557276,1.2815515655446004,1.7733493766111272,0.5047620186595321,0.39765666838897024,0.3143394907485024,0.08331717764046781
hartmann_3,1.0,ceil0.9-fixed,3.0549009421557276,1.2815515655446004,1.7733493766111272,0.5047620186595321,0.36230842350452597,0.3143394907485024,0.04796893275602354
hartmann_6,0.25,ceil0.9-anchored,7.967163963291937,1.2815515655446004,6.685612397747336,0.08171905806744945,0.22494969025513253,0.1707957363142105,0.05415395394092204
hartmann_6,0.25,ceil0.9-fixed,7.967163963291937,1.2815515655446004,6.685612397747336,0.08171905806744945,0.6620362303463214,0.1707957363142105,0.4912404940321109
hartmann_6,1.0,ceil0.9-anchored,7.967163963291937,1.2815515655446004,6.685612397747336,0.5349316680080478,0.7460139215971664,0.4761962959658389,0.2698176256313275
hartmann_6,1.0,ceil0.9-fixed,7.967163963291937,1.2815515655446004,6.685612397747336,0.5349316680080478,0.7590246233502544,0.4761962959658389,0.28282832738441555
hicks_law,0.25,ceil0.9-anchored,5.402837764670362,1.2815515655446004,4.121286199125761,0.0,0.08376316200770187,0.06986258501822704,0.013900576989474833
hicks_law,0.25,ceil0.9-fixed,5.402837764670362,1.2815515655446004,4.121286199125761,0.0,0.616123376667359,0.06986258501822704,0.5462607916491319
hicks_law,1.0,ceil0.9-anchored,5.402837764670362,1.2815515655446004,4.121286199125761,0.996436594440587,0.5553526618744515,0.25964496434745876,0.2957076975269928
hicks_law,1.0,ceil0.9-fixed,5.402837764670362,1.2815515655446004,4.121286199125761,0.996436594440587,0.7095333325776895,0.25964496434745876,0.4498883682302307
levy_10,0.25,ceil0.9-anchored,2.6244803317786123,1.2815515655446004,1.342928766234012,0.12100895148497436,0.08619379852791645,0.13436992023388572,-0.04817612170596927
levy_10,0.25,ceil0.9-fixed,2.6244803317786123,1.2815515655446004,1.342928766234012,0.12100895148497436,0.27688556444729956,0.13436992023388572,0.14251564421341384
levy_10,1.0,ceil0.9-anchored,2.6244803317786123,1.2815515655446004,1.342928766234012,0.8044795234519234,0.5189825380748997,0.33402088214074704,0.18496165593415265
levy_10,1.0,ceil0.9-fixed,2.6244803317786123,1.2815515655446004,1.342928766234012,0.8044795234519234,0.38420006983005994,0.33402088214074704,0.0501791876893129
michalewicz,0.25,ceil0.9-anchored,8.047721166688978,1.2815515655446004,6.766169601144378,0.03866181772773246,0.08723795116954694,0.04390581266214981,0.04333213850739713
michalewicz,0.25,ceil0.9-fixed,8.047721166688978,1.2815515655446004,6.766169601144378,0.03866181772773246,0.3879731192371719,0.04390581266214981,0.3440673065750221
michalewicz,1.0,ceil0.9-anchored,8.047721166688978,1.2815515655446004,6.766169601144378,0.7996184290631166,0.5285450854302973,0.24908866196061236,0.27945642346968497
michalewicz,1.0,ceil0.9-fixed,8.047721166688978,1.2815515655446004,6.766169601144378,0.7996184290631166,0.5234713030897218,0.24908866196061236,0.27438264112910943
moving_peaks,0.25,ceil0.9-anchored,2.9574997815819173,1.2815515655446004,1.675948216037317,0.074214542726949,0.11470210951798684,0.11484827415606609,-0.0001461646380792464
moving_peaks,0.25,ceil0.9-fixed,2.9574997815819173,1.2815515655446004,1.675948216037317,0.074214542726949,0.3469253240851581,0.11484827415606609,0.232077049929092
moving_peaks,1.0,ceil0.9-anchored,2.9574997815819173,1.2815515655446004,1.675948216037317,0.637619520809256,0.6437053254670839,0.34936719435060987,0.29433813111647406
moving_peaks,1.0,ceil0.9-fixed,2.9574997815819173,1.2815515655446004,1.675948216037317,0.637619520809256,0.5413177235390785,0.34936719435060987,0.1919505291884686
powell,0.25,ceil0.9-anchored,0.7642238834584598,1.2815515655446004,-0.5173276820861406,0.07639541660612512,0.043804658864044554,0.09616928424865812,-0.05236462538461356
powell,0.25,ceil0.9-fixed,0.7642238834584598,1.2815515655446004,-0.5173276820861406,0.07639541660612512,0.13227762719431177,0.09616928424865812,0.036108342945653654
powell,1.0,ceil0.9-anchored,0.7642238834584598,1.2815515655446004,-0.5173276820861406,0.1846919469087455,0.33583430893265764,0.2052788296371087,0.13055547929554895
powell,1.0,ceil0.9-fixed,0.7642238834584598,1.2815515655446004,-0.5173276820861406,0.1846919469087455,0.27793352581809216,0.2052788296371087,0.07265469618098347
power_law_practice,0.25,ceil0.9-anchored,1.7175746997911816,1.2815515655446004,0.43602313424658123,0.15786019245216681,0.14310509155973206,0.1443833323893903,-0.0012782408296582448
power_law_practice,0.25,ceil0.9-fixed,1.7175746997911816,1.2815515655446004,0.43602313424658123,0.15786019245216681,0.39783836255908706,0.1443833323893903,0.2534550301696967
power_law_practice,1.0,ceil0.9-anchored,1.7175746997911816,1.2815515655446004,0.43602313424658123,0.6306054136813901,0.5303899179824437,0.4325125518640542,0.09787736611838954
power_law_practice,1.0,ceil0.9-fixed,1.7175746997911816,1.2815515655446004,0.43602313424658123,0.6306054136813901,0.5350243382053999,0.4325125518640542,0.10251178634134567
rastrigin,0.25,ceil0.9-anchored,3.638939073438052,1.2815515655446004,2.3573875078934514,0.16496761522669745,0.16303794724632842,0.0868697452185429,0.07616820202778551
rastrigin,0.25,ceil0.9-fixed,3.638939073438052,1.2815515655446004,2.3573875078934514,0.16496761522669745,0.3484442405522427,0.0868697452185429,0.2615744953336998
rastrigin,1.0,ceil0.9-anchored,3.638939073438052,1.2815515655446004,2.3573875078934514,0.6932604581414473,0.5833947704643021,0.2964793466737448,0.2869154237905573
rastrigin,1.0,ceil0.9-fixed,3.638939073438052,1.2815515655446004,2.3573875078934514,0.6932604581414473,0.4516024471708479,0.2964793466737448,0.1551231004971031
rosenbrock,0.25,ceil0.9-anchored,1.0256232505714238,1.2815515655446004,-0.2559283149731766,0.06164620082994463,0.10288674061205164,0.053970723507106425,0.04891601710494521
rosenbrock,0.25,ceil0.9-fixed,1.0256232505714238,1.2815515655446004,-0.2559283149731766,0.06164620082994463,0.08127625478392837,0.053970723507106425,0.027305531276821948
rosenbrock,1.0,ceil0.9-anchored,1.0256232505714238,1.2815515655446004,-0.2559283149731766,0.1811152595005517,0.39194743457909315,0.19029169244816063,0.2016557421309325
rosenbrock,1.0,ceil0.9-fixed,1.0256232505714238,1.2815515655446004,-0.2559283149731766,0.1811152595005517,0.27556582772641286,0.19029169244816063,0.08527413527825223
schwefel,0.25,ceil0.9-anchored,4.328390371778852,1.2815515655446004,3.0468388062342515,0.10687609843290914,0.12186708539242981,0.07675719106502983,0.04510989432739998
schwefel,0.25,ceil0.9-fixed,4.328390371778852,1.2815515655446004,3.0468388062342515,0.10687609843290914,0.2697859167179291,0.07675719106502983,0.1930287256528993
schwefel,1.0,ceil0.9-anchored,4.328390371778852,1.2815515655446004,3.0468388062342515,0.6890733988458259,0.5918711642731804,0.28054167916768324,0.3113294851054972
schwefel,1.0,ceil0.9-fixed,4.328390371778852,1.2815515655446004,3.0468388062342515,0.6890733988458259,0.5638388840835139,0.28054167916768324,0.28329720491583066
shekel,0.25,ceil0.9-anchored,56.774074038018384,1.2815515655446004,55.49252247247378,0.0,0.1872338062677307,0.07596897773232643,0.11126482853540427
shekel,0.25,ceil0.9-fixed,56.774074038018384,1.2815515655446004,55.49252247247378,0.0,0.33085207777647196,0.07596897773232643,0.25488310004414555
shekel,1.0,ceil0.9-anchored,56.774074038018384,1.2815515655446004,55.49252247247378,0.0,0.38016152273691695,0.20730478365086577,0.17285673908605118
shekel,1.0,ceil0.9-fixed,56.774074038018384,1.2815515655446004,55.49252247247378,0.0,0.3605859068418501,0.20730478365086577,0.15328112319098433
steering_law,0.25,ceil0.9-anchored,1.290375177799024,1.2815515655446004,0.00882361225442363,0.1356905161867082,0.08155819883820473,0.09601827526888637,-0.014460076430681645
steering_law,0.25,ceil0.9-fixed,1.290375177799024,1.2815515655446004,0.00882361225442363,0.1356905161867082,0.2754691245978925,0.09601827526888637,0.17945084932900615
steering_law,1.0,ceil0.9-anchored,1.290375177799024,1.2815515655446004,0.00882361225442363,0.4300656292613189,0.4461861068665141,0.2951955168932356,0.15099058997327852
steering_law,1.0,ceil0.9-fixed,1.290375177799024,1.2815515655446004,0.00882361225442363,0.4300656292613189,0.5467998317560925,0.2951955168932356,0.2516043148628569
stevens,0.25,ceil0.9-anchored,3.0593887562558817,1.2815515655446004,1.7778371907112813,0.062158871888970825,0.027560334985615546,0.06907596588414297,-0.041515630898527424
stevens,0.25,ceil0.9-fixed,3.0593887562558817,1.2815515655446004,1.7778371907112813,0.062158871888970825,0.36850782966200096,0.06907596588414297,0.299431863777858
stevens,1.0,ceil0.9-anchored,3.0593887562558817,1.2815515655446004,1.7778371907112813,0.7546756393570542,0.4652307462582638,0.3104723165250426,0.15475842973322124
stevens,1.0,ceil0.9-fixed,3.0593887562558817,1.2815515655446004,1.7778371907112813,0.7546756393570542,0.5811020179026697,0.3104723165250426,0.2706297013776271
weber_fechner,0.25,ceil0.9-anchored,2.153305282720616,1.2815515655446004,0.8717537171760155,0.1376557113527145,0.13698482843098217,0.1521803964819915,-0.015195568051009328
weber_fechner,0.25,ceil0.9-fixed,2.153305282720616,1.2815515655446004,0.8717537171760155,0.1376557113527145,0.3461547290279315,0.1521803964819915,0.19397433254594
weber_fechner,1.0,ceil0.9-anchored,2.153305282720616,1.2815515655446004,0.8717537171760155,0.6393457384613391,0.5176192580449214,0.3504436402215759,0.16717561782334545
weber_fechner,1.0,ceil0.9-fixed,2.153305282720616,1.2815515655446004,0.8717537171760155,0.6393457384613391,0.5016509629974333,0.3504436402215759,0.15120732277585736
yerkes_dodson,0.25,ceil0.9-anchored,3.5354125437868587,1.2815515655446004,2.2538609782422583,0.06128919333134297,0.15899571744493052,0.1149242792102515,0.04407143823467902
yerkes_dodson,0.25,ceil0.9-fixed,3.5354125437868587,1.2815515655446004,2.2538609782422583,0.06128919333134297,0.4824810251323239,0.1149242792102515,0.3675567459220724
yerkes_dodson,1.0,ceil0.9-anchored,3.5354125437868587,1.2815515655446004,2.2538609782422583,0.7285255101214255,0.747575784250782,0.35662388844982623,0.39095189580095574
yerkes_dodson,1.0,ceil0.9-fixed,3.5354125437868587,1.2815515655446004,2.2538609782422583,0.7285255101214255,0.6606059954654302,0.35662388844982623,0.30398210701560396
