mode,arm,reference,rule,error_model,variant,reference_variant,pooled_acquisitions,cell,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,recovered_lo,recovered_hi,wilcoxon_p,wilcoxon_p_fdr
within,output-boba,output-boba,best_mean,bias,bias1,bias1,False,pooled_std_ge_0.25,,0.0,20,2000,0.30884917964633624,-0.006619230142673892,8.673617379884036e-20,-0.021431917514735135,-0.04091890836162944,-0.006098339837107828,0.017960477526078766,
within,output-boba,output-boba,best_mean,bias,bias1,bias1,False,pooled_std_ge_0.25,,20.0,20,2000,0.15048808102829453,-0.00466154000227728,8.673617379884036e-20,-0.030976140903815664,-0.08513090004631957,0.0004886774269613768,0.3139380937749148,
within,output-boba,output-boba,best_mean,bias,bias1,bias1,False,pooled_std_ge_0.25,,,20,4000,0.22966863033731535,-0.005640385072475581,8.673617379884036e-20,-0.024558796141168786,-0.053613379158107946,-0.004611021356942003,0.1386406338132186,
within,output-boba,output-boba,best_mean,bias,bias5,bias5,False,condition,5.0,0.0,20,2000,0.71442596161794,0.0027534186559957595,8.673617379884036e-20,0.003854029394116881,-0.010891118054806274,0.016538356171084474,0.30878760631195334,0.6175752126239067
within,output-boba,output-boba,best_mean,bias,bias5,bias5,False,condition,5.0,20.0,20,2000,0.4778716431872259,-0.006074842168397636,8.673617379884036e-20,-0.012712288446078744,-0.04531018488116049,0.012330617179180003,0.6495629244115453,0.6495629244115453
within,output-boba,output-boba,best_mean,bias,bias5,bias5,False,pooled_std_ge_0.25,,0.0,20,2000,0.71442596161794,0.0027534186559957595,8.673617379884036e-20,0.003854029394116881,-0.010891118054806274,0.016538356171084474,0.30878760631195334,
within,output-boba,output-boba,best_mean,bias,bias5,bias5,False,pooled_std_ge_0.25,,20.0,20,2000,0.4778716431872259,-0.006074842168397636,8.673617379884036e-20,-0.012712288446078744,-0.04531018488116049,0.012330617179180003,0.6495629244115453,
within,output-boba,output-boba,best_mean,bias,bias5,bias5,False,pooled_std_ge_0.25,,,20,4000,0.596148802402583,-0.0016607117562009415,8.673617379884036e-20,-0.002785733611319834,-0.022781668677076303,0.013228880351207607,0.6164914109936318,
within,output-boba,output-boba,best_mean,drift,,,False,condition,0.05,0.0,20,2000,0.015663828835410922,-0.0005022436121979062,8.673617379884036e-20,-0.03206391090424159,-0.08743573667746933,-0.0013659422588064535,0.07961580146011343,0.15923160292022687
within,output-boba,output-boba,best_mean,drift,,,False,condition,0.05,20.0,20,2000,0.008076504172499749,-0.0003428955734929635,8.673617379884036e-20,-0.04245593962057402,-0.12822344947923786,-1.112247077423695e-05,0.06788915486182899,0.15923160292022687
within,output-boba,output-boba,best_mean,drift,,,False,condition,0.25,0.0,20,2000,0.0944995770141075,-0.001422655693265496,8.673617379884036e-20,-0.015054624985814623,-0.031777395317446035,-0.0026131099057834506,0.046399461870904594,0.15923160292022687
within,output-boba,output-boba,best_mean,drift,,,False,condition,0.25,20.0,20,2000,0.04325707665126914,-0.001544877400712696,8.673617379884036e-20,-0.03571386511315184,-0.0989229283303467,0.001107658292397825,0.13801073756865956,0.18588529776204274
within,output-boba,output-boba,best_mean,drift,,,False,condition,1.0,0.0,20,2000,0.3044114753732255,-0.0038700909495869547,8.673617379884036e-20,-0.012713354333446223,-0.028138825240479275,-0.0004105693018336245,0.13941397332153205,0.18588529776204274
within,output-boba,output-boba,best_mean,drift,,,False,condition,1.0,20.0,20,2000,0.14189718415426342,-0.005303662423383644,8.673617379884036e-20,-0.037376798242999464,-0.09018072443309187,-0.004730438246503981,0.06297905121445523,0.15923160292022687
within,output-boba,output-boba,best_mean,drift,,,False,condition,5.0,0.0,20,2000,0.7218792826550218,0.0017983984232331496,8.673617379884036e-20,0.0024912730790926222,-0.014261814255387162,0.01878837714949128,0.4204264735837405,0.4204264735837405
within,output-boba,output-boba,best_mean,drift,,,False,condition,5.0,20.0,20,2000,0.5017650684612841,0.004629884739488674,8.673617379884036e-20,0.009227196212934288,-0.025147547289176744,0.03608738304385197,0.18408369354964227,0.21038136405673402
within,output-boba,output-boba,best_mean,drift,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.3735967783474516,-0.0011647827398730964,1.7347234759768072e-19,-0.0031177537050114173,-0.017993369165290787,0.009990035357922058,0.5861803873075235,
within,output-boba,output-boba,best_mean,drift,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.22897310975560559,-0.0007395516948692268,1.7347234759768072e-19,-0.0032298626491931177,-0.039907149305064,0.021925788159339387,0.2667689558251569,
within,output-boba,output-boba,best_mean,drift,,,False,pooled_std_ge_0.25,,,20,12000,0.30128494405152856,-0.0009521672173711596,1.7347234759768072e-19,-0.0031603544623468177,-0.025113146115445493,0.013541531849882583,0.5861803873075235,
within,output-boba,output-boba,best_mean,drift,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.015663828835410922,-0.0005022436121979062,8.673617379884036e-20,-0.03206391090424159,-0.08743573667746933,-0.0013659422588064535,0.07961580146011343,
within,output-boba,output-boba,best_mean,drift,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.008076504172499749,-0.0003428955734929635,8.673617379884036e-20,-0.04245593962057402,-0.12822344947923786,-1.112247077423695e-05,0.06788915486182899,
within,output-boba,output-boba,best_mean,drift,,,False,pooled_std_lt_0.25,,,20,4000,0.01187016650395534,-0.000422569592845435,8.673617379884036e-20,-0.0355992978451168,-0.09665574614120653,-0.0011428121475020793,0.06788915486182899,
within,output-boba,output-boba,best_mean,gaussian,,,False,condition,0.05,0.0,20,2000,0.015843217686982283,-0.0005605647272067147,8.673617379884036e-20,-0.03538199993725438,-0.09041075103631971,0.0006307425999691784,0.3454475304692257,0.46059670729230096
within,output-boba,output-boba,best_mean,gaussian,,,False,condition,0.05,20.0,20,2000,0.008827714539086264,-0.0004186646199714759,8.673617379884036e-20,-0.04742616201710697,-0.13351280989894151,0.001289908910836175,0.22491588401596185,0.359865414425539
within,output-boba,output-boba,best_mean,gaussian,,,False,condition,0.25,0.0,20,2000,0.09694057601641856,-0.0022740987168286763,8.673617379884036e-20,-0.023458687891884596,-0.055619741401076596,0.00023081562643485008,0.11585149752593009,0.23170299505186018
within,output-boba,output-boba,best_mean,gaussian,,,False,condition,0.25,20.0,20,2000,0.039717916019149604,-0.0014354968309312978,8.673617379884036e-20,-0.03614229986888504,-0.09262381369956775,-0.0022365211709026007,0.043114446783075355,0.11497185808820094
within,output-boba,output-boba,best_mean,gaussian,,,False,condition,1.0,0.0,20,2000,0.30219155616248644,-0.00668411169849706,8.673617379884036e-20,-0.022118790423459274,-0.04239061702488205,-0.005588675750002805,0.038151710173415135,0.11497185808820094
within,output-boba,output-boba,best_mean,gaussian,,,False,condition,1.0,20.0,20,2000,0.12244079084291067,-0.006755210302010759,8.673617379884036e-20,-0.05517124036447602,-0.1287753934272202,-0.009708591574278991,0.02506184434388362,0.11497185808820094
within,output-boba,output-boba,best_mean,gaussian,,,False,condition,5.0,0.0,20,2000,0.7078236626435876,-0.006893655547509892,8.673617379884036e-20,-0.00973922731229893,-0.025082190561654432,0.004385748843787563,0.6050949464540121,0.6050949464540121
within,output-boba,output-boba,best_mean,gaussian,,,False,condition,5.0,20.0,20,2000,0.4070282986614283,0.0010081800186036937,8.673617379884036e-20,0.0024769285622627227,-0.06599042258549805,0.06391294723605988,0.43796657516602056,0.5005332287611663
within,output-boba,output-boba,best_mean,gaussian,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.36898526494083095,-0.005283955320945203,1.7347234759768072e-19,-0.01432023395783167,-0.029364991439975396,-0.0010970729633285204,0.17881002646274535,
within,output-boba,output-boba,best_mean,gaussian,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.18972900184116287,-0.00239417570477946,1.7347234759768072e-19,-0.012618923209134962,-0.07469802716405763,0.03668265233046022,1.0,
within,output-boba,output-boba,best_mean,gaussian,,,False,pooled_std_ge_0.25,,,20,12000,0.2793571333909969,-0.0038390655128623234,1.7347234759768072e-19,-0.01374250038386902,-0.040514885048269625,0.008934537785484422,0.9479148130096964,
within,output-boba,output-boba,best_mean,gaussian,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.015843217686982283,-0.0005605647272067147,8.673617379884036e-20,-0.03538199993725438,-0.09041075103631971,0.0006307425999691784,0.3454475304692257,
within,output-boba,output-boba,best_mean,gaussian,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.008827714539086264,-0.0004186646199714759,8.673617379884036e-20,-0.04742616201710697,-0.13351280989894151,0.001289908910836175,0.22491588401596185,
within,output-boba,output-boba,best_mean,gaussian,,,False,pooled_std_lt_0.25,,,20,4000,0.01233546611303427,-0.0004896146735890994,8.673617379884036e-20,-0.03969162325141067,-0.10128353162789427,0.0009019525469605297,0.49896229860376107,
within,output-boba,output-boba,pm,ar1,,,False,condition,0.05,0.0,20,2000,0.01193724805603584,-0.013569839140672706,0.01620334850586961,-1.13676444327647,-2.3809426224109216,-0.31464077531556506,0.2305126190185547,0.6147003173828125
within,output-boba,output-boba,pm,ar1,,,False,condition,0.05,20.0,20,2000,0.005299397285721911,-0.015045945894435569,0.01620334850586961,-2.839180586625132,-16.859540430413414,-0.7205183718310548,0.09895736546518985,0.3958294618607594
within,output-boba,output-boba,pm,ar1,,,False,condition,0.25,0.0,20,2000,0.07676593035145687,-0.007072988797907168,0.01620334850586961,-0.09213708171743581,-0.29088185367287117,0.04228490268242705,0.7561664581298828,0.956329345703125
within,output-boba,output-boba,pm,ar1,,,False,condition,0.25,20.0,20,2000,0.034696185533540064,-0.011265739373490225,0.01620334850586961,-0.324696769983544,-0.7741719809380537,-0.007216962774388013,0.5705966949462891,0.9533111572265625
within,output-boba,output-boba,pm,ar1,,,False,condition,1.0,0.0,20,2000,0.2724656342300002,-0.0006806981012064617,0.01620334850586961,-0.0024982897499354157,-0.055086944540418216,0.04008755309284915,0.956329345703125,0.956329345703125
within,output-boba,output-boba,pm,ar1,,,False,condition,1.0,20.0,20,2000,0.12942364349322738,-0.004384681040862263,0.01620334850586961,-0.03387851649448974,-0.12887189681478506,0.06103954504426522,0.8694877624511719,0.956329345703125
within,output-boba,output-boba,pm,ar1,,,False,condition,5.0,0.0,20,2000,0.6995601947557712,-0.0018135032585185006,0.01620334850586961,-0.002592347695185296,-0.02801139564740807,0.026840084353738677,0.5958194732666016,0.9533111572265625
within,output-boba,output-boba,pm,ar1,,,False,condition,5.0,20.0,20,2000,0.3904490057527309,-0.018864207886031353,0.01620334850586961,-0.04831413989558971,-0.09066454771783818,-0.006520400894883368,0.058258056640625,0.3958294618607594
within,output-boba,output-boba,pm,ar1,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.3495972531124094,-0.0031890633858773693,0.016203348505869623,-0.009122106531117277,-0.04603548777146834,0.024822887390048686,0.8123550415039062,
within,output-boba,output-boba,pm,ar1,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.1848562782598328,-0.011504876100127953,0.016203348505869623,-0.062236869682926174,-0.11909392041936213,-0.004144231137938251,0.14290618896484375,
within,output-boba,output-boba,pm,ar1,,,False,pooled_std_ge_0.25,,,20,12000,0.26722676568612114,-0.00734696974300265,0.016203348505869623,-0.02749339020789648,-0.07047363229404158,0.013965596518308983,0.40909767150878906,
within,output-boba,output-boba,pm,ar1,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.01193724805603584,-0.013569839140672706,0.01620334850586961,-1.13676444327647,-2.3809426224109216,-0.31464077531556506,0.2305126190185547,
within,output-boba,output-boba,pm,ar1,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.005299397285721911,-0.015045945894435569,0.01620334850586961,-2.839180586625132,-16.859540430413414,-0.7205183718310548,0.09895736546518985,
within,output-boba,output-boba,pm,ar1,,,False,pooled_std_lt_0.25,,,20,4000,0.008618322670878874,-0.014307892517554136,0.01620334850586961,-1.6601713655837225,-3.6048793585118957,-0.482080092413424,0.24548721313476562,
within,output-boba,output-boba,pm,bias,bias0.05,bias0.05,False,condition,0.05,0.0,20,2000,0.015172912755063921,-0.014205247044712608,0.01620334850586961,-0.9362241300683445,-2.249218387186735,-0.2369086737585882,0.3117942810058594,0.34881019592285156
within,output-boba,output-boba,pm,bias,bias0.05,bias0.05,False,condition,0.05,20.0,20,2000,0.008803707262226524,-0.01638019194808355,0.01620334850586961,-1.8606016147725561,-4.728495230004196,-0.44859744476641616,0.34881019592285156,0.34881019592285156
within,output-boba,output-boba,pm,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,0.0,20,2000,0.015172912755063921,-0.014205247044712608,0.01620334850586961,-0.9362241300683445,-2.249218387186735,-0.2369086737585882,0.3117942810058594,
within,output-boba,output-boba,pm,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,20.0,20,2000,0.008803707262226524,-0.01638019194808355,0.01620334850586961,-1.8606016147725561,-4.728495230004196,-0.44859744476641616,0.34881019592285156,
within,output-boba,output-boba,pm,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,,20,4000,0.011988310008645222,-0.015292719496398075,0.01620334850586961,-1.2756359724906947,-2.9694601971411525,-0.3231956820442979,0.3117942810058594,
within,output-boba,output-boba,pm,bias,bias0.25,bias0.25,False,condition,0.25,0.0,20,2000,0.09380657146746131,-0.006103467244225905,0.01620334850586961,-0.06506438886686115,-0.2070994903815701,0.03761957961665879,0.956329345703125,0.956329345703125
within,output-boba,output-boba,pm,bias,bias0.25,bias0.25,False,condition,0.25,20.0,20,2000,0.045397401237880115,-0.00883480646270351,0.01620334850586961,-0.19461040107581412,-0.49515388007157835,0.03423924569651368,0.7011814117431641,0.956329345703125
within,output-boba,output-boba,pm,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,0.0,20,2000,0.09380657146746131,-0.006103467244225905,0.01620334850586961,-0.06506438886686115,-0.2070994903815701,0.03761957961665879,0.956329345703125,
within,output-boba,output-boba,pm,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,20.0,20,2000,0.045397401237880115,-0.00883480646270351,0.01620334850586961,-0.19461040107581412,-0.49515388007157835,0.03423924569651368,0.7011814117431641,
within,output-boba,output-boba,pm,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,,20,4000,0.06960198635267069,-0.007469136853464708,0.01620334850586961,-0.10731212203655896,-0.2970495441984602,0.034804277380876006,0.8694877624511719,
within,output-boba,output-boba,pm,bias,bias1,bias1,False,condition,1.0,0.0,20,2000,0.30884917964633624,0.018893469981244776,0.01620334850586961,0.06117377421199475,0.012827481550622861,0.10398082394408323,0.039989471435546875,0.07997894287109375
within,output-boba,output-boba,pm,bias,bias1,bias1,False,condition,1.0,20.0,20,2000,0.15048808102829453,-0.006988218314317199,0.01620334850586961,-0.04643702189945053,-0.10458290360380226,0.01437726849696327,0.3299827575683594,0.3299827575683594
within,output-boba,output-boba,pm,bias,bias1,bias1,False,pooled_std_ge_0.25,,0.0,20,2000,0.30884917964633624,0.018893469981244776,0.01620334850586961,0.06117377421199475,0.012827481550622861,0.10398082394408323,0.039989471435546875,
within,output-boba,output-boba,pm,bias,bias1,bias1,False,pooled_std_ge_0.25,,20.0,20,2000,0.15048808102829453,-0.006988218314317199,0.01620334850586961,-0.04643702189945053,-0.10458290360380226,0.01437726849696327,0.3299827575683594,
within,output-boba,output-boba,pm,bias,bias1,bias1,False,pooled_std_ge_0.25,,,20,4000,0.22966863033731535,0.005952625833463787,0.01620334850586961,0.025918323389315896,-0.024385228614873702,0.06898923222705619,0.21616744995117188,
within,output-boba,output-boba,pm,bias,bias5,bias5,False,condition,5.0,0.0,20,2000,0.71442596161794,0.0014560481452198515,0.01620334850586961,0.002038067236417866,-0.029279041993062013,0.03918010221027743,0.8983173370361328,0.8983173370361328
within,output-boba,output-boba,pm,bias,bias5,bias5,False,condition,5.0,20.0,20,2000,0.4778716431872259,-0.07974449562968838,0.01620334850586961,-0.16687429933657977,-0.2168425109144472,-0.1114518099425157,4.76837158203125e-05,9.5367431640625e-05
within,output-boba,output-boba,pm,bias,bias5,bias5,False,pooled_std_ge_0.25,,0.0,20,2000,0.71442596161794,0.0014560481452198515,0.01620334850586961,0.002038067236417866,-0.029279041993062013,0.03918010221027743,0.8983173370361328,
within,output-boba,output-boba,pm,bias,bias5,bias5,False,pooled_std_ge_0.25,,20.0,20,2000,0.4778716431872259,-0.07974449562968838,0.01620334850586961,-0.16687429933657977,-0.2168425109144472,-0.1114518099425157,4.76837158203125e-05,
within,output-boba,output-boba,pm,bias,bias5,bias5,False,pooled_std_ge_0.25,,,20,4000,0.596148802402583,-0.039144223742234266,0.01620334850586961,-0.0656618340663879,-0.10251181296024316,-0.02512517690771563,0.012079238891601562,
within,output-boba,output-boba,pm,drift,,,False,condition,0.05,0.0,20,2000,0.015663828835410922,-0.015754421173257333,0.01620334850586961,-1.0057835372691006,-2.1345675069941916,-0.29218727721011556,0.3299827575683594,0.527972412109375
within,output-boba,output-boba,pm,drift,,,False,condition,0.05,20.0,20,2000,0.008076504172499749,-0.0165921383498673,0.01620334850586961,-2.05437129672551,-5.3039464976500375,-0.5876051369149684,0.09099512294672399,0.21079635620117188
within,output-boba,output-boba,pm,drift,,,False,condition,0.25,0.0,20,2000,0.0944995770141075,-0.008185414232459056,0.01620334850586961,-0.08661852773411975,-0.24414759443909567,0.016798138242542886,0.9854354858398438,0.9854354858398438
within,output-boba,output-boba,pm,drift,,,False,condition,0.25,20.0,20,2000,0.04325707665126914,-0.011087440643998725,0.01620334850586961,-0.25631507032672823,-0.5682679471332469,-0.011941987820134677,0.5705966949462891,0.7607955932617188
within,output-boba,output-boba,pm,drift,,,False,condition,1.0,0.0,20,2000,0.3044114753732255,-0.002940627808073712,0.01620334850586961,-0.009660042560709441,-0.04553920733879054,0.021363872518266932,0.8694877624511719,0.9854354858398438
within,output-boba,output-boba,pm,drift,,,False,condition,1.0,20.0,20,2000,0.14189718415426342,-0.017144083322882114,0.01620334850586961,-0.12082046183695891,-0.18079612763540304,-0.05738924190877989,0.00365447998046875,0.014617919921875
within,output-boba,output-boba,pm,drift,,,False,condition,5.0,0.0,20,2000,0.7218792826550218,-0.011953480758893681,0.01620334850586961,-0.01655883614630082,-0.03885636635245581,0.008206456706892703,0.10539817810058594,0.21079635620117188
within,output-boba,output-boba,pm,drift,,,False,condition,5.0,20.0,20,2000,0.5017650684612841,-0.09122132802645302,0.01620334850586961,-0.1818008740747795,-0.2271593043898489,-0.14270645819298242,1.9073486328125e-06,1.52587890625e-05
within,output-boba,output-boba,pm,drift,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.3735967783474516,-0.007693174266475494,0.016203348505869623,-0.020592185779826792,-0.051779286989049364,0.007893096229873593,0.2773551940917969,
within,output-boba,output-boba,pm,drift,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.22897310975560559,-0.0398176173311113,0.016203348505869623,-0.17389647794717303,-0.20994065886887128,-0.13736273066873322,5.7220458984375e-06,
within,output-boba,output-boba,pm,drift,,,False,pooled_std_ge_0.25,,,20,12000,0.30128494405152856,-0.023755395798793388,0.016203348505869623,-0.07884693964239553,-0.11071282164988716,-0.046870473296630084,0.0002613067626953125,
within,output-boba,output-boba,pm,drift,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.015663828835410922,-0.015754421173257333,0.01620334850586961,-1.0057835372691006,-2.1345675069941916,-0.29218727721011556,0.3299827575683594,
within,output-boba,output-boba,pm,drift,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.008076504172499749,-0.0165921383498673,0.01620334850586961,-2.05437129672551,-5.3039464976500375,-0.5876051369149684,0.09099512294672399,
within,output-boba,output-boba,pm,drift,,,False,pooled_std_lt_0.25,,,20,4000,0.01187016650395534,-0.016173279761562315,0.01620334850586961,-1.362514987146398,-2.787075282865275,-0.3973708505527198,0.21616744995117188,
within,output-boba,output-boba,pm,gaussian,,,False,condition,0.05,0.0,20,2000,0.015843217686982283,-0.014359611911141401,0.01620334850586961,-0.9063570415333055,-2.341660337944511,-0.18686970411493853,0.35466939531524566,0.4728925270869942
within,output-boba,output-boba,pm,gaussian,,,False,condition,0.05,20.0,20,2000,0.008827714539086264,-0.012817756572747845,0.01620334850586961,-1.451990378256452,-3.158914497531289,-0.34212304637224344,0.22732992995598733,0.4728925270869942
within,output-boba,output-boba,pm,gaussian,,,False,condition,0.25,0.0,20,2000,0.09694057601641856,-0.004285862826501516,0.01620334850586961,-0.044211237467535074,-0.18646294301181904,0.056902287174149344,0.5958194732666016,0.6809365408761161
within,output-boba,output-boba,pm,gaussian,,,False,condition,0.25,20.0,20,2000,0.039717916019149604,-0.0075260611724969565,0.01620334850586961,-0.18948781625068997,-0.5392321309386804,0.06654557682324179,0.9854354858398438,0.9854354858398438
within,output-boba,output-boba,pm,gaussian,,,False,condition,1.0,0.0,20,2000,0.30219155616248644,0.013504988492428654,0.01620334850586961,0.044690158335089644,-0.005322907762792142,0.0882409917799851,0.09730720520019531,0.4728925270869942
within,output-boba,output-boba,pm,gaussian,,,False,condition,1.0,20.0,20,2000,0.12244079084291067,0.001000958857690369,0.01620334850586961,0.008175044042100163,-0.08327750816389069,0.1085041278790645,0.3299827575683594,0.4728925270869942
