dataset,acquisition,error_model,jitter_std,jitter_iteration,n_seeds
michalewicz,logei,gaussian,5.0,20,5
moving_peaks,logei,gaussian,0.05,0,5
moving_peaks,logei,gaussian,0.05,20,5
moving_peaks,logei,gaussian,0.25,0,5
moving_peaks,logei,gaussian,0.25,20,5
moving_peaks,logei,gaussian,1.0,0,5
moving_peaks,logei,gaussian,1.0,20,5
moving_peaks,logei,gaussian,5.0,0,5
moving_peaks,logei,gaussian,5.0,20,5
powell,logei,gaussian,0.05,0,5
powell,logei,gaussian,0.05,20,5
powell,logei,gaussian,0.25,0,5
powell,logei,gaussian,0.25,20,5
powell,logei,gaussian,1.0,0,5
powell,logei,gaussian,1.0,20,5
powell,logei,gaussian,5.0,0,5
powell,logei,gaussian,5.0,20,5
power_law_practice,logei,gaussian,0.05,0,5
power_law_practice,logei,gaussian,0.05,20,5
power_law_practice,logei,gaussian,0.25,0,5
power_law_practice,logei,gaussian,0.25,20,5
power_law_practice,logei,gaussian,1.0,0,5
power_law_practice,logei,gaussian,1.0,20,5
power_law_practice,logei,gaussian,5.0,0,5
power_law_practice,logei,gaussian,5.0,20,5
rastrigin,logei,gaussian,0.05,0,5
rastrigin,logei,gaussian,0.05,20,5
rastrigin,logei,gaussian,0.25,0,5
rastrigin,logei,gaussian,0.25,20,5
rastrigin,logei,gaussian,1.0,0,5
rastrigin,logei,gaussian,1.0,20,5
rastrigin,logei,gaussian,5.0,0,5
rastrigin,logei,gaussian,5.0,20,5
rosenbrock,logei,gaussian,0.05,0,5
rosenbrock,logei,gaussian,0.05,20,5
rosenbrock,logei,gaussian,0.25,0,5
rosenbrock,logei,gaussian,0.25,20,5
rosenbrock,logei,gaussian,1.0,0,5
rosenbrock,logei,gaussian,1.0,20,5
rosenbrock,logei,gaussian,5.0,0,5
rosenbrock,logei,gaussian,5.0,20,5
schwefel,logei,gaussian,0.05,0,5
schwefel,logei,gaussian,0.05,20,5
schwefel,logei,gaussian,0.25,0,5
schwefel,logei,gaussian,0.25,20,5
schwefel,logei,gaussian,1.0,0,5
schwefel,logei,gaussian,1.0,20,5
schwefel,logei,gaussian,5.0,0,5
schwefel,logei,gaussian,5.0,20,5
shekel,logei,gaussian,0.05,0,5
shekel,logei,gaussian,0.05,20,5
shekel,logei,gaussian,0.25,0,5
shekel,logei,gaussian,0.25,20,5
shekel,logei,gaussian,1.0,0,5
shekel,logei,gaussian,1.0,20,5
shekel,logei,gaussian,5.0,0,5
shekel,logei,gaussian,5.0,20,5
steering_law,logei,gaussian,0.05,0,5
steering_law,logei,gaussian,0.05,20,5
steering_law,logei,gaussian,0.25,0,5
steering_law,logei,gaussian,0.25,20,5
steering_law,logei,gaussian,1.0,0,5
steering_law,logei,gaussian,1.0,20,5
steering_law,logei,gaussian,5.0,0,5
steering_law,logei,gaussian,5.0,20,5
stevens,logei,gaussian,0.05,0,5
stevens,logei,gaussian,0.05,20,5
stevens,logei,gaussian,0.25,0,5
stevens,logei,gaussian,0.25,20,5
stevens,logei,gaussian,1.0,0,5
stevens,logei,gaussian,1.0,20,5
stevens,logei,gaussian,5.0,0,5
stevens,logei,gaussian,5.0,20,5
weber_fechner,logei,gaussian,0.05,0,5
weber_fechner,logei,gaussian,0.05,20,5
weber_fechner,logei,gaussian,0.25,0,5
weber_fechner,logei,gaussian,0.25,20,5
weber_fechner,logei,gaussian,1.0,0,5
weber_fechner,logei,gaussian,1.0,20,5
weber_fechner,logei,gaussian,5.0,0,5
weber_fechner,logei,gaussian,5.0,20,5
yerkes_dodson,logei,gaussian,0.05,0,5
yerkes_dodson,logei,gaussian,0.05,20,5
yerkes_dodson,logei,gaussian,0.25,0,5
yerkes_dodson,logei,gaussian,0.25,20,5
yerkes_dodson,logei,gaussian,1.0,0,5
yerkes_dodson,logei,gaussian,1.0,20,5
yerkes_dodson,logei,gaussian,5.0,0,5
yerkes_dodson,logei,gaussian,5.0,20,5
