dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_branin,composite,sobol,gradient_boosting,gaussian,1.033559,0,8,"x0,x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_branin,composite,sobol,gradient_boosting,gaussian,5.167794,0,8,"x0,x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_branin,composite,logei,gradient_boosting,gaussian,0.25839,0,7,"x0,x1",0.0,0.0,0.0,0.876186666544104,13.200812071401174,0.2640162414280236,35.184560017938125
iso_branin,composite,logei,gradient_boosting,gaussian,1.033559,0,7,"x0,x1",0.0,0.0,0.0,0.9817277683271177,8.483415444891818,0.16966830889783635,36.170515517692465
iso_branin,composite,logei,gradient_boosting,gaussian,5.167794,0,7,"x0,x1",0.0,0.0,0.0,1.0343068083871776,48.29905807829425,0.9659811615658853,42.76201617792651
iso_branin,composite,qnei,gradient_boosting,gaussian,0.25839,0,7,"x0,x1",0.0,0.0,0.0,-0.005017365054638789,-3.1330665952202708,-0.06266133190440559,1.6982659527295567
iso_branin,composite,qnei,gradient_boosting,gaussian,1.033559,0,7,"x0,x1",0.0,0.0,0.0,-0.06926509694008098,13.021233207839686,0.26042466415679355,-0.8551968403076273
iso_branin,composite,qnei,gradient_boosting,gaussian,5.167794,0,7,"x0,x1",0.0,0.0,0.0,-0.08638147814482688,25.1370676471783,0.5027413529435658,20.488521232973568
iso_branin,composite,ucb,gradient_boosting,gaussian,0.25839,0,7,"x0,x1",0.0,0.0,0.0,-0.48903912927173865,13.485860986659162,0.2697172197331832,-4.194274751779318
iso_branin,composite,ucb,gradient_boosting,gaussian,1.033559,0,7,"x0,x1",0.0,0.0,0.0,0.2819417996294886,24.741760429610565,0.4948352085922112,7.653178203247535
iso_branin,composite,ucb,gradient_boosting,gaussian,5.167794,0,7,"x0,x1",0.0,0.0,0.0,0.06787092813504114,30.393505857676985,0.6078701171535394,5.060042240634189
iso_branin,composite,ei,gradient_boosting,gaussian,0.25839,0,7,"x0,x1",0.0,0.0,0.0,0.711944139281532,14.167376648159149,0.28334753296318294,33.41195978832239
iso_branin,composite,ei,gradient_boosting,gaussian,1.033559,0,7,"x0,x1",0.0,0.0,0.0,0.771701820964644,23.645279306801626,0.4729055861360325,24.740659394687512
iso_branin,composite,ei,gradient_boosting,gaussian,5.167794,0,7,"x0,x1",0.0,0.0,0.0,0.960731768351768,25.45315283524937,0.5090630567049876,38.53701147489906
iso_branin,composite,random,gradient_boosting,gaussian,0.25839,0,7,"x0,x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_branin,composite,random,gradient_boosting,gaussian,1.033559,0,7,"x0,x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_branin,composite,random,gradient_boosting,gaussian,5.167794,0,7,"x0,x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_branin,composite,sobol,gradient_boosting,gaussian,0.25839,0,7,"x0,x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_branin,composite,sobol,gradient_boosting,gaussian,1.033559,0,7,"x0,x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_branin,composite,sobol,gradient_boosting,gaussian,5.167794,0,7,"x0,x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0
