delta_verticalPosition,delta_verticalWidth,delta_horizontalWidth,delta_r,delta_g,delta_b,delta_a,delta_blinkFrequency,delta_volume,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns,delta_Trajectory,delta_TrajectoryAlpha,delta_TrajectorySize,delta_EgoTrajectory,delta_EgoTrajectoryAlpha,delta_EgoTrajectorySize,delta_PedestrianIntention,delta_PedestrianIntentionSize,delta_SemanticSegmentation,delta_SemanticSegmentationAlpha,delta_CarStatus,delta_CarStatusAlpha,delta_CoveredArea,delta_CoveredAreaAlpha,delta_CoveredAreaSize,delta_OccludedCars
0.0,0.0,0.0,0.0,0.0,-0.4514329321459519,-0.1615542948007992,0.0,0.0859459865831087,0.4871120969594361,10.0,5.399888888888946,0.0,16.44161223545108,0.32883224470902156,3.1252663690479086,logei,composite,5.0,10,50,10,a01dc67f-d239-474f-b40b-f06dc669e5e0,gaussian,extra_trees,False,0.01,2.0,31.458127000019886,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.17104197172416957,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.8827544143708892,20.0,5.396741666666722,0.0,17.820106679895282,0.3564021335979056,3.1252663690479086,logei,composite,5.0,20,50,10,da07afa1-ad40-45c1-8240-e67eba087607,gaussian,extra_trees,False,0.01,2.0,45.221755799953826,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.1566739014692231,0.0,0.5,-0.22509189586997636,0.0,0.2639106750164223,0.5,0.0,-0.5,0.945971414671475,40.0,5.3986944444445015,0.0,17.011762533070033,0.34023525066140065,3.1252663690479086,logei,composite,5.0,40,50,10,dbc790cb-afdc-42ad-8d1c-c58f2d5d05ac,gaussian,extra_trees,False,0.01,2.0,49.77586300007533,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,-0.4514329321459519,-0.1615542948007992,0.0,0.0859459865831087,0.4871120969594361,10.0,5.400000000000057,0.0,10.797692135643167,0.21595384271286336,3.1252663690479086,logei,composite,0.05,10,50,10,f578c721-ee1b-421e-8e3b-cd4403df75b1,bias,extra_trees,False,0.01,2.0,46.09069400001317,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.17104197172416957,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.8827544143708892,20.0,5.396741666666722,0.0,12.567405224868738,0.25134810449737477,3.1252663690479086,logei,composite,0.05,20,50,10,c13162e9-8ad5-43e9-a97c-27b9148ea125,bias,extra_trees,False,0.01,2.0,58.56590800010599,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.1566739014692231,0.0,0.5,-0.22509189586997636,0.0,0.2639106750164223,0.5,0.0,-0.5,0.945971414671475,40.0,5.3986944444445015,0.0,15.168602281747264,0.3033720456349453,3.1252663690479086,logei,composite,0.05,40,50,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,extra_trees,False,0.01,2.0,43.94193139998242,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,-0.4514329321459519,-0.1615542948007992,0.0,0.0859459865831087,0.4871120969594361,10.0,5.396144444444499,0.0,11.238179596561867,0.22476359193123735,3.1252663690479086,logei,composite,0.5,10,50,10,64970582-58aa-440d-aa40-2462e0dfd420,bias,extra_trees,False,0.01,2.0,48.79599859996233,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.17104197172416957,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.8827544143708892,20.0,5.396741666666722,0.0,13.686284887567147,0.2737256977513429,3.1252663690479086,logei,composite,0.5,20,50,10,1ba36687-e62d-4b5c-a4b9-d72602936ae7,bias,extra_trees,False,0.01,2.0,36.010077800019644,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.1566739014692231,0.0,0.5,-0.22509189586997636,0.0,0.2639106750164223,0.5,0.0,-0.5,0.945971414671475,40.0,5.3986944444445015,0.0,16.35792040344045,0.32715840806880897,3.1252663690479086,logei,composite,0.5,40,50,10,5adacb57-9614-432e-82ed-014248a9f4af,bias,extra_trees,False,0.01,2.0,43.262787500047125,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,-0.4514329321459519,-0.1615542948007992,0.0,0.0859459865831087,0.4871120969594361,10.0,5.3986944444445015,0.0,17.031817770121023,0.3406363554024205,3.1252663690479086,logei,composite,1.0,10,50,10,9a84d057-0843-49fd-b87d-b66ad2aa7981,bias,extra_trees,False,0.01,2.0,27.844733700039797,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.17104197172416957,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.8827544143708892,20.0,5.396741666666722,0.0,13.555840906085695,0.2711168181217139,3.1252663690479086,logei,composite,1.0,20,50,10,bdd3f707-95f8-4098-8721-db6ebdea85aa,bias,extra_trees,False,0.01,2.0,57.07995589997154,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.1566739014692231,0.0,0.5,-0.22509189586997636,0.0,0.2639106750164223,0.5,0.0,-0.5,0.945971414671475,40.0,5.3986944444445015,0.0,15.522162169313349,0.310443243386267,3.1252663690479086,logei,composite,1.0,40,50,10,604ae86f-2666-4302-ab32-781c159eae11,bias,extra_trees,False,0.01,2.0,54.82018119993154,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,-0.4514329321459519,-0.1615542948007992,0.0,0.0859459865831087,0.4871120969594361,10.0,5.390845833333388,0.0,20.686822031854653,0.4137364406370931,3.1252663690479086,logei,composite,5.0,10,50,10,dc70754d-0ebd-45fd-acfb-2d9af32d9085,bias,extra_trees,False,0.01,2.0,50.6276530000614,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.17104197172416957,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.8827544143708892,20.0,5.396741666666722,0.0,19.107887500001166,0.38215775000002333,3.1252663690479086,logei,composite,5.0,20,50,10,c59de6d1-60cd-4d0a-9875-b6b38e452529,bias,extra_trees,False,0.01,2.0,48.62021820002701,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
-0.1566739014692231,0.0,0.5,-0.22509189586997636,0.0,0.2639106750164223,0.5,0.0,-0.5,0.945971414671475,40.0,5.3986944444445015,0.0,16.702978538361066,0.3340595707672213,3.1252663690479086,logei,composite,5.0,40,50,10,882a3689-4ee8-4815-8c3f-ce333e63b735,bias,extra_trees,False,0.01,2.0,45.391375400009565,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.39983333333339,0.0,10.250933399471641,0.20501866798943283,5.026872585979387,logpi,composite,0.0,10,50,10,870fb7e2-8dec-4c92-b46f-62e8900b305a,none,extra_trees,True,0.01,2.0,57.48884519992862,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.39983333333339,0.0,10.250933399471641,0.20501866798943283,5.026872585979387,logpi,composite,0.0,20,50,10,870fb7e2-8dec-4c92-b46f-62e8900b305a,none,extra_trees,True,0.01,2.0,57.48884519992862,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,10.250933399471641,0.20501866798943283,5.026872585979387,logpi,composite,0.0,40,50,10,870fb7e2-8dec-4c92-b46f-62e8900b305a,none,extra_trees,True,0.01,2.0,57.48884519992862,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.3986944444445015,0.0,11.082031878307749,0.22164063756615499,5.2179605489423615,logpi,composite,0.05,10,50,10,e5912609-cdfe-43f1-88c7-35146df7b839,gaussian,extra_trees,False,0.01,2.0,45.346072699991055,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.3986944444445015,0.0,12.642782638890044,0.25285565277780087,5.298415376984844,logpi,composite,0.05,20,50,10,1ffd8e43-549d-49d5-8547-eede6737499b,gaussian,extra_trees,False,0.01,2.0,49.707709999987856,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,10.619208399471702,0.21238416798943405,5.026872585979387,logpi,composite,0.05,40,50,10,a4cfe400-9040-4580-a0fe-4d0580924a91,gaussian,extra_trees,False,0.01,2.0,56.78688900009729,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.308318121693159,0.060533267195773455,18.53881097883734,0.3707762195767468,7.029749570106529,logpi,composite,0.5,10,50,10,d91f5543-f155-45be-8f53-fff19f081cc7,gaussian,extra_trees,False,0.01,2.0,37.258964099921286,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.3431555886243665,0.025695800264566415,15.643659298341866,0.31287318596683733,5.75920289351953,logpi,composite,0.5,20,50,10,1e201c98-49ba-4b1f-b62e-c16caaf692e6,gaussian,extra_trees,False,0.01,2.0,32.48816800001077,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,10.193563955027248,0.20387127910054495,5.026872585979387,logpi,composite,0.5,40,50,10,ec0c349f-185b-4581-bed3-f9ed02a91239,gaussian,extra_trees,False,0.01,2.0,54.370834399946034,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.275453968254012,0.09339742063492107,25.426146296297958,0.5085229259259592,9.374880456350047,logpi,composite,1.0,10,50,10,d2f361f6-a1d0-4157-9580-e4e70390ee1d,gaussian,extra_trees,False,0.01,2.0,38.56919469998684,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.39983333333339,0.0,18.752298280424522,0.37504596560849046,5.050213425926493,logpi,composite,1.0,20,50,10,ed518c93-4e8d-4679-b6cc-dfa0d5f1eb2a,gaussian,extra_trees,False,0.01,2.0,45.48289039998781,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,11.338733399471723,0.22677466798943446,5.026872585979387,logpi,composite,1.0,40,50,10,37a0a401-d2e4-4253-8e48-4ebec46cd9f0,gaussian,extra_trees,False,0.01,2.0,57.25497830007225,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.3935017195767445,0.0,27.867695180002904,0.5573539036000581,4.5333516865083485,logpi,composite,5.0,10,50,10,59988548-3125-47df-8fd9-1c14bd53ac29,gaussian,extra_trees,False,0.01,2.0,33.31887620000634,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.391240806878333,0.0,10.306397751323685,0.20612795502647369,5.0952772486778475,logpi,composite,5.0,20,50,10,8e8587f8-5b7c-4694-a867-784a4ea7f953,gaussian,extra_trees,False,0.01,2.0,39.26368420000654,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,10.364234391535181,0.2072846878307036,5.026872585979387,logpi,composite,5.0,40,50,10,bd7fb152-82af-4998-96b9-8a743d6e0658,gaussian,extra_trees,False,0.01,2.0,57.83982739993371,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.395913822751365,0.0,10.254082969577585,0.2050816593915517,5.297945238095806,logpi,composite,0.05,10,50,10,eb797555-0d25-407b-967c-b5b125a221e1,bias,extra_trees,False,0.01,2.0,45.066159400041215,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.3947591269841615,0.0,9.928275925926796,0.1985655185185359,5.026872585979387,logpi,composite,0.05,20,50,10,11edadf5-4fda-4137-b0fb-28180bae2acc,bias,extra_trees,False,0.01,2.0,50.08310879999772,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,9.425184821429397,0.18850369642858794,5.026872585979387,logpi,composite,0.05,40,50,10,ccf32bf0-5144-42b8-9511-575ef54e4e26,bias,extra_trees,False,0.01,2.0,53.64762210007757,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.36095833333338,0.007893055555553197,15.470403147548296,0.3094080629509659,6.038468419313279,logpi,composite,0.5,10,50,10,0c4a49fc-2ac8-4a9a-b353-a99acfbb5ff7,bias,extra_trees,False,0.01,2.0,33.10054220003076,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.371083267195804,0.0,12.102365575397997,0.24204731150795994,5.026872585979387,logpi,composite,0.5,20,50,10,4db1ad3c-8666-44e4-9380-ad97557aaa4a,bias,extra_trees,False,0.01,2.0,29.99603520007804,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,10.442176455027273,0.20884352910054546,5.026872585979387,logpi,composite,0.5,40,50,10,6a6b9192-7c03-4d62-bdb1-431f93b2043d,bias,extra_trees,False,0.01,2.0,46.77953019994311,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.362562103174636,0.006289285714296433,18.878628935186555,0.3775725787037311,5.159862863757412,logpi,composite,1.0,10,50,10,4042dc8a-e203-45b1-ac4f-2525de26764f,bias,extra_trees,False,0.01,2.0,40.96225419989787,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.3986944444445015,0.0,12.654898809524724,0.25309797619049446,5.057990608466165,logpi,composite,1.0,20,50,10,208f580c-3e1a-4293-a7ad-b3697798f184,bias,extra_trees,False,0.01,2.0,28.209305600030348,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,10.465356018519316,0.20930712037038632,5.026872585979387,logpi,composite,1.0,40,50,10,3b42f0f4-82ae-47e3-b590-34f49614fcd8,bias,extra_trees,False,0.01,2.0,46.69266149995383,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,-0.005511965974738797,0.0,0.094689204798173,0.0,0.0,-0.07759703659519268,0.0,0.010679852790867694,0.12301132719472344,10.0,5.388616666666717,0.0,37.984229298943845,0.7596845859788769,4.541587797619459,logpi,composite,5.0,10,50,10,85fe95f1-4d53-4e27-8a18-4db9d1fa26de,bias,extra_trees,False,0.01,2.0,28.18139759998303,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.0,0.0019325513658432492,0.0,0.0,0.16579004256597152,0.0,0.0,0.28805168265187964,0.0,0.33236101583577377,20.0,5.375616468254014,0.0,23.43936302910204,0.4687872605820408,5.592180191799848,logpi,composite,5.0,20,50,10,c892903b-b5d8-4412-aae8-de69cfd1d2b2,bias,extra_trees,False,0.01,2.0,25.72971709992271,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
0.009295524832991009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5000863993170788,40.0,5.39983333333339,0.0,13.970636177249691,0.2794127235449938,5.026872585979387,logpi,composite,5.0,40,50,10,2aaa2ab5-81c0-46c3-89df-bc69be2dae90,bias,extra_trees,False,0.01,2.0,53.276382100069895,5.368851388888933,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",,,,,,,,,,,,,,,,
