landscape,group,error_model,jitter_std,jitter_iteration,headline_cell,opt_z,n_runs,n_acquisitions,n_seeds,deployed,deployed_lo,deployed_hi,search_traj,search_traj_lo,search_traj_hi,search_final,search_final_lo,search_final_hi,selection,selection_lo,selection_hi,selection_share,selection_share_lo,selection_share_hi,deployed_over_search_traj
eggholder,classical,pooled,0.25,0,False,3.2050455310550587,400,10,10,0.07863395405477891,0.024526801083678967,0.14653330550106478,0.017651757374696174,-0.019310271763668157,0.0647597828699452,0.05762744316202004,0.004680712822192503,0.12390756420748915,0.02100651089275888,0.01614825513417608,0.02581224154069715,0.2671430064183861,0.13555113062803653,0.9165446664276873,4.454737983624272
griewank,classical,pooled,0.25,0,False,2.7538558156589708,400,10,10,0.12992043973554804,0.07135754754470718,0.20492858352994006,0.09042166058391209,0.04422692421063671,0.14375448285945386,0.09699454941962841,0.041037247061227945,0.16740148717127348,0.032925890315919644,0.02763017494930709,0.038831047092491446,0.25343117975077684,0.16533121559120642,0.43490828428394457,1.4368287299366809
hartmann_3,classical,pooled,0.25,0,False,3.0549009421557276,400,10,10,0.09948611541107441,0.04281920919940986,0.19286145151549766,0.08428667370844307,0.032664874190652934,0.15958390156813979,0.07871246102120097,0.02466596639610652,0.17101319505156765,0.02077365438987342,0.016452611192209934,0.02620985198295328,0.2088095841719937,0.11258416871630944,0.4664383193141781,1.180330306487214
hartmann_6,classical,pooled,0.25,0,False,7.967163963291937,400,10,10,0.16304641069816486,0.06854893862730445,0.2857638713271137,0.13328242082808003,0.04656923254866953,0.23014377425926627,0.15169918249736017,0.05846569062731572,0.27171251670059376,0.011347228200804695,0.008949022468624905,0.01402774898691594,0.06959508125456951,0.04269609803049905,0.15991099585190793,1.223315195546134
hicks_law,law,pooled,0.25,0,False,5.402837764670362,400,10,10,0.05605427552125713,0.00937752372021632,0.12133933533536968,0.07162222535041823,0.02295251522154207,0.1402804240499877,0.05341822554760913,0.007519917387484799,0.11345489886177848,0.002636049973647989,0.0006705683347890031,0.0052359705422014065,0.04702674236951534,0.023555498978627777,0.12829924670385806,0.7826380044323742
levy_10,classical,pooled,0.25,0,False,2.6244803317786123,400,10,10,0.10781806468374402,0.07046638255824969,0.13922936696276142,0.0342434842760615,0.011216239124116095,0.060191097302243944,0.06403208047628559,0.027657788761751817,0.0985045896945925,0.04378598420745845,0.03686137585692601,0.05279270695684418,0.40610990686851167,0.2976163638881896,0.654586548601094,3.1485716761339066
michalewicz,classical,pooled,0.25,0,False,8.047721166688978,400,10,10,0.04562400597641237,-0.011185830784451416,0.1131764301871369,0.021271820375237397,-0.01823238433020548,0.06043854347704796,0.03721360613190222,-0.018059313936457665,0.10197240978207725,0.008410399844510152,0.006201119222503416,0.010871980380914333,0.18434154705438036,,,2.1448096670430443
moving_peaks,other,pooled,0.25,0,False,2.9574997815819173,400,10,10,0.10436717451840122,0.06508764855368322,0.14568258495090328,0.04360768181766837,0.009736807914148365,0.07436101850114835,0.06499565790238152,0.027634797169652944,0.10561140764916248,0.039371516616019724,0.03361452013974477,0.04580922946110599,0.37724041872071606,0.25875427011642194,0.6140942380302444,2.393320859264643
powell,classical,pooled,0.25,0,False,0.7642238834584598,400,10,10,0.09708107243901333,0.07278299071987504,0.1265330725355057,0.024473018532751814,0.00984070479691695,0.044242814165400206,0.022113598824282096,0.008352191109814954,0.04351991767809642,0.07496747361473122,0.0569113804920413,0.09543693759949394,0.7722151365996296,0.6356192506434116,0.8992391183009071,3.9668613950948233
power_law_practice,law,pooled,0.25,0,False,1.7175746997911816,400,10,10,0.12781776428602162,0.06005606039107745,0.21068012481222484,0.09398778250080564,0.03992490527518058,0.1591664240542326,0.08827678385522283,0.025820023532824355,0.166420069769128,0.039540980430798754,0.029398478220665502,0.050311218635244445,0.30935434250216365,0.19930467818059555,0.5669342729277023,1.3599402058977825
rastrigin,classical,pooled,0.25,0,False,3.638939073438052,400,10,10,0.07283048643985024,0.027790267284292732,0.11815901796820236,0.03763439300572173,0.008882219435403151,0.06784330995258826,0.047683204337201586,0.004932518098926116,0.0906199523218345,0.025147282102648667,0.019338907030712598,0.03082567971801058,0.34528510424569914,0.20860462800922977,0.8718806082603823,1.935210870247794
rosenbrock,classical,pooled,0.25,0,False,1.0256232505714238,400,10,10,0.06094336437549737,0.04351637765028272,0.08106783664191844,0.015082352736243912,0.00364330913284496,0.034068181137236,0.012965588728071756,0.0034704188645480034,0.027432123993755525,0.04797777564742562,0.03723422948143246,0.058612081109001145,0.7872518384744011,0.6517036743270932,0.9202996802570987,4.040706741266325
schwefel,classical,pooled,0.25,0,False,4.328390371778852,400,10,10,0.07491950234504158,0.038498092662085384,0.11192509823423963,0.04085491804354904,0.010894286364061338,0.07139380147524686,0.05084656118599674,0.01446581810074477,0.08443707725257019,0.024072941159044833,0.01887739350772967,0.031267925619458466,0.3213174194374245,0.21646605061815347,0.6459897470815547,1.8337939698026466
shekel,classical,pooled,0.25,0,False,56.774074038018384,400,10,10,0.06629279964190689,-0.00047492500051598814,0.1517547749246897,0.031016532075563857,0.006773488327311865,0.06148269430110719,0.0653725488031154,-0.0024376647374456765,0.1535605434082002,0.0009202508387914719,0.0005912140891101195,0.0012620153364753845,0.013881610729406225,0.005460462035739626,0.0794249964991605,2.137337581145481
steering_law,law,pooled,0.25,0,False,1.290375177799024,400,10,10,0.08845712149928275,0.0474558024093465,0.1413515296656401,0.0506183036382922,0.017652336322786122,0.09536067131000711,0.048170045361543706,0.013503607866633027,0.09480315801326641,0.040287076137739054,0.0299882901080262,0.05234251770978622,0.4554418621689574,0.32143610467092293,0.6971133199303923,1.747532318178397
stevens,law,pooled,0.25,0,False,3.0593887562558817,400,10,10,0.06815995913498679,0.022926126216475745,0.13190180662383436,0.06589065059780042,0.018152416818982844,0.12593585953265427,0.05274052959095323,0.012947207090378733,0.11117038191143976,0.015419429544033567,0.007774079252277018,0.023725653802576747,0.22622416063214318,0.13769645443367567,0.478332726440104,1.0344405240591468
weber_fechner,law,pooled,0.25,0,False,2.153305282720616,400,10,10,0.14683499546214537,0.08562258550746127,0.2370142400463367,0.08918911955443308,0.04077954283524945,0.15425020763974642,0.10101308323047208,0.0411726621849275,0.18904739450197958,0.0458219122316733,0.039564736308692325,0.052137808244243244,0.312063974173557,0.19720818980737798,0.5275640936797027,1.6463330526828488
yerkes_dodson,law,pooled,0.25,0,False,3.5354125437868587,400,10,10,0.09349988019200067,0.01985182020074295,0.16744200306168913,0.06515654719749324,0.007569130663612712,0.12507530349418833,0.06954290392798451,-0.003025116720213414,0.14422778255162721,0.02395697626401618,0.01938198746040565,0.029194063328747598,0.2562246733880393,0.14272212343855029,0.8766203064334608,1.43500360613949
ackley,classical,pooled,0.25,20,False,20.102447153853433,400,10,10,0.02145607249013869,-0.013445665556126425,0.0524221774800605,0.008454750367641588,-0.010894642417959156,0.025850339853070545,0.019292260191700397,-0.012831378747325135,0.04856146877016905,0.0021638122984382934,0.0011241629371663234,0.003278891999239001,0.10084848004837751,,,2.5377535180998794
branin,classical,pooled,0.25,20,False,1.2500554659000687,400,10,10,0.03945589286393285,0.030386182308800216,0.048906377477134055,0.0038209980007294984,0.0003564555223342326,0.010659080345948925,0.004373576624744106,0.00039901093395255396,0.012612521753323709,0.03508231623918875,0.027795051338874624,0.045583685544750646,0.8891527650932456,0.712409582477902,0.9895189727023455,10.326070010086369
eggholder,classical,pooled,0.25,20,False,3.2050455310550587,400,10,10,0.06060804908715385,0.02414185247383925,0.10782041194399967,0.02485943672172208,0.006389813407930677,0.04776772448234156,0.038005566778113314,0.0019553026439242476,0.08291786779398015,0.02260248230904053,0.015485245236025914,0.030733612741236687,0.37292872233089625,0.2059982291827695,0.9187503458145133,2.4380298622854464
griewank,classical,pooled,0.25,20,False,2.7538558156589708,400,10,10,0.056741606638505235,0.03949912841156495,0.08029061525101058,0.023706020418726673,0.009988481228860764,0.041829859289329606,0.026745599210707384,0.011015098662377154,0.04845107763952576,0.029996007427797858,0.024633756685035407,0.03539005246739688,0.5286421940587486,0.38166630136516816,0.7380083989448928,2.3935525928123287
hartmann_3,classical,pooled,0.25,20,False,3.0549009421557276,400,10,10,0.020620110695852387,0.015695467423173567,0.028568976987293822,0.005114573466278594,0.0012605075899821765,0.012782186593829986,0.004557952879654205,0.0018820277831935717,0.010440052023153665,0.016062157816198182,0.013084260110783476,0.019499234904810592,0.7789559451506238,0.631825714218159,0.893867034388819,4.031638382321596
hartmann_6,classical,pooled,0.25,20,False,7.967163963291937,400,10,10,0.05345891593688119,0.024526088818653674,0.09521977968832872,0.0391974792430823,0.014144427128640785,0.06949866981834824,0.043274105603963886,0.013415178462935873,0.08569271202640945,0.01018481033291731,0.007908494247856423,0.012552095929337113,0.19051658931772,0.11011804627982422,0.44392482040837045,1.3638355570101055
hicks_law,law,pooled,0.25,20,False,5.402837764670362,400,10,10,-0.0013225306537235386,-0.006832512582385557,0.0005228232378791149,-0.0010775965530584954,-0.004579323245603157,0.0007436455013518992,-0.0017383791898283782,-0.008300025557007944,0.00014492731539416734,0.0004158485361048395,0.0,0.0019610473213601642,,,,
levy_10,classical,pooled,0.25,20,False,2.6244803317786123,400,10,10,0.08087520631376725,0.05151365565483852,0.10108452516059897,0.020446551332375166,0.0044850588720620884,0.036365161072212215,0.03685052849735499,0.010285951840015963,0.057780467527433536,0.04402467781641226,0.03745065043148157,0.051956935603087756,0.5443532056735911,0.42105689008410446,0.8074771213082231,3.955444857133881
michalewicz,classical,pooled,0.25,20,False,8.047721166688978,400,10,10,0.019039308690663226,-0.028389583935979824,0.07295878350998757,0.00042362800680834437,-0.03113965421890379,0.032765172879179426,0.010453706087666232,-0.033680759833853345,0.061346368905227794,0.008585602602996994,0.005801979435049277,0.01141481357009951,0.45094087934018984,,,44.94346073600581
moving_peaks,other,pooled,0.25,20,False,2.9574997815819173,400,10,10,0.07928450170172549,0.057047538617149264,0.1042782026411742,0.027927757430627444,0.013659875908080375,0.04562129468343538,0.040019641436040775,0.02021296762427367,0.06294101819691243,0.03926486026568472,0.03281095357624706,0.04606199608543534,0.49524004594746907,0.3776773836938068,0.6686797727256011,2.838914005131569
powell,classical,pooled,0.25,20,False,0.7642238834584598,400,10,10,0.07257240212831616,0.05451811160705626,0.09224497800597727,0.001613069833646589,0.00012916434670984472,0.0038418470257701055,0.002275272508444942,0.00019065436895261155,0.004874308620054951,0.07029712961987122,0.05292359150983728,0.09056464904581914,0.9686482403542053,0.9320210433531798,0.9968979986598415,44.99024196879018
power_law_practice,law,pooled,0.25,20,False,1.7175746997911816,400,10,10,0.02802070170201765,0.016127312760772693,0.041933641574710016,0.00015207937158272388,-0.00027217552010444686,0.0008047107891692122,1.188639757519679e-05,-0.0005768072718875892,0.000544919629429329,0.028008815304442457,0.017282435459237612,0.042251426772674086,0.9995757994320914,0.9766731672829432,1.02278225016773,184.25050952275757
rastrigin,classical,pooled,0.25,20,False,3.638939073438052,400,10,10,0.04937556505965235,0.015691416900959307,0.08585310548217336,0.018969256464483462,-0.002541924287777001,0.040588442302690646,0.022318354466379503,-0.008382418933018972,0.053156395354964636,0.02705721059327284,0.020632780950445007,0.03447555260674525,0.5479878672899049,0.32833295930156725,1.4361863444174487,2.602925694641709
rosenbrock,classical,pooled,0.25,20,False,1.0256232505714238,400,10,10,0.0356994547094997,0.024578684476715178,0.048715614783368714,0.0016474396147202154,0.0002560461625896505,0.003892160706015059,0.002013408220811475,0.00041815008125841823,0.00411812817573815,0.033686046488688226,0.023344156926794507,0.04585815455359404,0.943601149171735,0.8906748848043001,0.9872019164279797,21.66965902150079
schwefel,classical,pooled,0.25,20,False,4.328390371778852,400,10,10,0.044452420354617474,0.021512743786353226,0.06692686931290465,0.009425622794340928,-0.004608409528493762,0.02433362126021885,0.01983959893033148,-0.0033621609443710335,0.04169741692567325,0.024612821424286006,0.01848500563216825,0.031507793846239474,0.5536891181163628,0.34626151121615484,1.1074262554875414,4.716125536161533
shekel,classical,pooled,0.25,20,False,56.774074038018384,400,10,10,0.005032693111716802,-0.03208085327382566,0.041267378553218194,0.008674485583405096,-0.004327302561004758,0.021299242303981593,0.004359981810944807,-0.033124695287999426,0.0388469970370971,0.0006727113007719956,0.0003625453973527181,0.0010208605007959676,0.13366825392270218,,,0.5801719379584537
steering_law,law,pooled,0.25,20,False,1.290375177799024,400,10,10,0.029903819376303504,0.020428939007036268,0.0417059676887655,0.00504454258213837,0.00011455311977824964,0.013885208267994713,0.005583426849115443,0.00011476392801581845,0.015145671862950884,0.024320392527188064,0.01740685977253591,0.03196966574733111,0.8132871664701172,0.585688953810817,0.9925954706258846,5.927954594374213
stevens,law,pooled,0.25,20,False,3.0593887562558817,400,10,10,0.01600775331288555,0.004829844080249175,0.03141549931824027,-0.00017472685188077593,-0.0009171690599169799,0.0,-0.00029403046345814174,-0.0013959986365879523,0.0,0.01630178377634369,0.004573540762937021,0.033214553784808074,1.0183680031614093,1.0,1.0604650699993512,
