section,problem,scheme,direction,candidate,role,metric,full_value,full_lo,full_hi,train_value,test_value,test_lo,test_hi,p_test,optimism,note,n_landscapes_test,seed_shift_mean_over_candidates,test_rank_of_selected,test_best_candidate,test_best_value,n_folds,test_median,test_p2_5,test_p97_5,test_mean,train_mean,optimism_mean,optimism_p2_5,optimism_p97_5,optimism_net_of_shift_mean,optimism_net_p2_5,optimism_net_p97_5,fixed_choice_optimism_mean,full_best_test_p2_5,full_best_test_p97_5,share_selected_k5_to_16,share_selected_full_best,share_selected_paper_choice,full_best,full_best_value,full_best_test_median,selection_regret_on_test_mean,selected_distribution,family,group,label,scope,n_landscapes,mean_gain_test,landscapes_gaining_test,p_full,p_holm_core_test,p_holm_core_full,p_holm_all_test,p_holm_all_full
4_holm,,,,shortlist_m2,,,,,,,,,,0.0001678466796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,shortlist size,shortlist_m2,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,0.03489314875742115,18.0,0.0003223419189453125,0.0040283203125,0.007091522216796875,0.006378173828125,0.011281967163085938
4_holm,,,,shortlist_m3,,,,,,,,,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,shortlist size,shortlist_m3,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,0.05414721228694602,20.0,1.9073486328125e-06,5.14984130859375e-05,5.14984130859375e-05,7.82012939453125e-05,7.82012939453125e-05
4_holm,,,,shortlist_m5,,,,,,,,,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,shortlist size,shortlist_m5,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,0.07796291009322995,20.0,1.9073486328125e-06,5.14984130859375e-05,5.14984130859375e-05,7.82012939453125e-05,7.82012939453125e-05
4_holm,,,,ordinal_lcb1,,,,,,,,,,0.8694877624511719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,rank rule,ordinal_lcb1,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,-0.0018633779699828823,12.0,0.956329345703125,1.0,1.0,1.0,1.0
4_holm,,,,ordinal_pm,,,,,,,,,,0.16495704650878906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,rank rule,ordinal_pm,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,-0.017618406052897093,8.0,0.17685317993164062,0.9897422790527344,1.0,1.0,1.0
4_holm,,,,fixed_k2,,,,,,,,,,0.14290618896484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k2,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,0.01112978216433396,13.0,0.14290618896484375,,,1.0,1.0
4_holm,,,,fixed_k3,,,,,,,,,,0.04844093322753906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k3,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,0.016216814416937803,14.0,0.03276824951171875,,,0.6781730651855469,0.6225967407226562
4_holm,,,,fixed_k5,,,,,,,,,,0.01068878173828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k5,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,0.021915047018709246,13.0,0.006389617919921875,,,0.24584197998046875,0.1789093017578125
4_holm,,,,fixed_k8,,,,,,,,,,0.012079238891601562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k8,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,0.022691840853645357,13.0,0.005580902099609375,,,0.2657432556152344,0.16184616088867188
4_holm,,,,fixed_k12,,,,,,,,,,0.04844093322753906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k12,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,0.017188607085023778,14.0,0.01531219482421875,,,0.6781730651855469,0.3368682861328125
4_holm,,,,fixed_k16,,,,,,,,,,0.10539817810058594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k16,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,0.022018773998237616,13.0,0.039989471435546875,,,1.0,0.6522102355957031
4_holm,,,,fixed_k20,,,,,,,,,,0.47490501403808594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k20,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,0.00807643989009858,10.0,0.34881019592285156,,,1.0,1.0
4_holm,,,,fixed_k25,,,,,,,,,,0.11398696899414062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k25,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,-0.024197579722641464,7.0,0.2305126190185547,,,1.0,1.0
4_holm,,,,fixed_k30,,,,,,,,,,0.000850677490234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,fixed k,fixed_k30,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,-0.05866459280059535,4.0,0.000850677490234375,,,0.02892303466796875,0.02892303466796875
4_holm,,,,derived,,,,,,,,,,0.9272785186767578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,derived budget rule,derived,"four error processes, LogEI/qNEI, all magnitudes and onsets, rho = 1",20.0,-0.006786747199483969,10.0,0.8408222198486328,,,1.0,1.0
4_holm,,,,lucb_k4_rho1,,,,,,,,,,0.03623390197753906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,LUCB sitting,lucb_k4_rho1,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,0.014175416281692268,13.0,0.021484375,,,0.6159763336181641,0.4296875
4_holm,,,,lucb_k8_rho1,,,,,,,,,,0.009435653686523438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,LUCB sitting,lucb_k8_rho1,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,0.02062524860191698,13.0,0.00485992431640625,,,0.23589134216308594,0.1457977294921875
4_holm,,,,lucb_k4_rho0.5,,,,,,,,,,0.002712249755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,LUCB sitting,lucb_k4_rho0.5,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,0.023653045968221525,14.0,0.000850677490234375,,,0.08407974243164062,0.02892303466796875
4_holm,,,,lucb_k8_rho0.5,,,,,,,,,,0.000209808349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra,LUCB sitting,lucb_k8_rho0.5,"four error processes, LogEI/qNEI, all magnitudes and onsets",20.0,0.03690155989054539,17.0,0.0001678466796875,,,0.007762908935546875,0.006378173828125
5_derived_rule,derived_vs_fixed,,,fixed_k8,,gain difference,,,,,0.026684074260190087,0.015173731824652908,0.0385071462685025,,,"full data, best fixed k vs derived",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,derived_vs_fixed,,,fixed_k16,,gain difference,,,,,0.02658200597254985,0.007471087570667121,0.04553125798758333,,,"full data, fixed k = 16 vs derived",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,derived_vs_fixed,,,fixed_k12,,gain difference,,,,,0.023975354284507745,0.00916943206557086,0.03918479902065711,,,"test seeds, train-selected k vs derived",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,derived_vs_fixed,,,fixed_k8,,gain difference,,,,,0.029478588053129327,0.017749146790808624,0.04096367091350168,,,"test seeds, fixed k = 8 vs derived",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,derived_share_pm,,,,,,,,,,0.737578125,,,,,rho = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,derived_share_pm,,,,,,,,,,0.649296875,,,,,rho = 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,published_rows,,,derived,,,-0.004915317773464592,-0.021531239558479926,0.010966443396772246,,,,,,,rho = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,published_rows,,,derived,,,0.004495808945439271,-0.012598488664417698,0.021288992717694227,,,,,,,rho = 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,published_rows,,,fixed_k8,,,0.021768756486725487,0.008364861783001028,0.03409533265320318,,,,,,,rho = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,published_rows,,,fixed_k8,,,0.04179817070055784,0.0265395361926982,0.056305616478898056,,,,,,,rho = 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,published_rows,,,fixed_k16,,,0.02166668819908526,0.0017884826476495153,0.041060798598358525,,,,,,,rho = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,published_rows,,,fixed_k16,,,0.05095081786310003,0.02836614442781994,0.07171547657731206,,,,,,,rho = 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,published_rows,,,always_pm,,,-0.013088409061927856,-0.03128500622409423,0.004097793667946989,,,,,,,rho = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_derived_rule,published_rows,,,always_pm,,,-0.013088409061927856,-0.03128500622409423,0.004097793667946989,,,,,,,rho = 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
