dataset,data_basis,quantity,estimate,ci_low,ci_high,n_participants,n_ratings,units,paper_assumption,paper_expected_value,null_expected_value,identification,sigma_f_used,method
ehmi,pipeline,search_progress_median_total_over_sigma_f,2.3385018737741,1.9377449942624136,2.4929809597002164,37,735,sigma_f,,,,weak: design model held-out R^2 = 0.23,0.3647132748128259,as above on the LOPO prediction (what the model attributes to better designs)
ehmi,pipeline,drift_share_sessions_significant,0.43243243243243246,0.2972972972972973,0.6216216216216216,37,735,share,0.05 with no drift; paper_expected_value = power under exact DRIFT,0.24915960252614572,0.05,weak: design model held-out R^2 = 0.23,0.3647132748128259,share of sessions whose slope of y - b*pred on trial has p < 0.05 (two-sided t)
ehmi,pipeline,drift_share_sessions_significant_positive,0.3783783783783784,0.21621621621621623,0.5405405405405406,37,735,share,all significant drift positive,,,weak: design model held-out R^2 = 0.23,0.3647132748128259,significant and positive
ehmi,pipeline,drift_share_sessions_significant_negative,0.05405405405405406,0.0,0.16216216216216217,37,735,share,0,0.0,,weak: design model held-out R^2 = 0.23,0.3647132748128259,significant and negative
ehmi,pipeline,drift_expected_share_significant_under_paper_drift,0.24915960252614572,0.24718714994070656,0.2505667947214104,37,735,share,DRIFT,,,identified,0.3647132748128259,power of the same test at these session lengths if DRIFT held exactly (noncentral t)
ehmi,pipeline,drift_between_session_sd_over_sigma_f,1.5909388761773768,0.8947562918844143,2.1546905759193633,37,735,sigma_f,0 (one common ramp),0.0,0.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,"SD of true per-session total drift, method of moments (variance of totals minus mean SE^2)"
ehmi,pipeline,drift_resid_pooled_total_over_sigma_f,1.0441868372363343,0.4599183371162638,1.613491517706666,37,735,sigma_f,DRIFT: +sigma_e,0.7381626297348232,0.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,"pooled within-session regression of rating on [trial, prediction]: trial coefficient x median span"
ehmi,pipeline,drift_resid_full_removal_pooled_total_over_sigma_f,-0.4905784871177056,-1.081772715343437,0.12960691322658205,37,735,sigma_f,DRIFT: +sigma_e,0.7381626297348232,0.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,pooled within-session slope of y - pred on trial x median span
ehmi,pipeline,drift_naive_pooled_total_over_sigma_f,1.5615242903496234,1.0361102951603114,2.098000701293126,37,735,sigma_f,,,,identified (raw trend; includes search progress),0.3647132748128259,pooled within-session slope of the raw composite on trial x median span
ehmi,pipeline,search_progress_pooled_total_over_sigma_f,2.052102777467329,1.69497275008423,2.3793761518854546,37,735,sigma_f,,,,weak: design model held-out R^2 = 0.23,0.3647132748128259,pooled within-session slope of the LOPO prediction on trial x median span
ehmi,pipeline,drift_resid_pooled_total_over_noise_sd,1.4145755896792647,0.6244256409154416,2.4595787320800926,37,735,noise SD,DRIFT: 1,1.0,0.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,pooled drift over the session / close-NN noise SD
ehmi,pipeline,drift_closepair_total_over_sigma_f,-0.8184928106150414,-1.8606575184590644,0.2158267268834876,27,234,sigma_f,DRIFT: +sigma_e,0.7381626297348232,0.0,identified (model-free),0.3647132748128259,model-free: rating difference of close design pairs regressed on trial lag (through origin) x median span; biased low by the optimiser's selection of well-rated incumbents [n_ratings counts pairs]
ehmi,pipeline,drift_closepair_total_over_noise_sd,-1.108824502412261,-2.53058153888914,0.30003003403301726,27,234,noise SD,DRIFT: 1,1.0,0.0,identified (model-free),0.3647132748128259,close-pair drift over the close-NN noise SD [n_ratings counts pairs]
ehmi,pipeline,ar1_mean_session_r1_raw,0.3199971755481684,0.22092451461050175,0.41166900189429173,37,735,r,AR(1): 0.8 (paper_expected_value = estimator's reading under it),0.566963213605957,-0.050416331615758585,weak: design model held-out R^2 = 0.23,0.3647132748128259,mean over sessions of the lag-1 autocorrelation of session-demeaned y - b*pred
ehmi,pipeline,ar1_mean_session_r1_bias_corrected,0.43631184973791326,0.31973252119058465,0.5439148146795646,37,735,r,AR(1): 0.8,0.7272813286481972,-3.1421987738047166e-05,weak: design model held-out R^2 = 0.23,0.3647132748128259,as above with Kendall's correction (n r + 1)/(n - 3) per session
ehmi,pipeline,ar1_pooled_r1_raw,0.325534896926507,0.1767053817271996,0.4896137070238743,37,735,r,AR(1): 0.8,0.6375351232606582,-0.05059114790167115,weak: design model held-out R^2 = 0.23,0.3647132748128259,pooled lag-1: sum of e_t e_t+1 over sum of e_t^2 across sessions
ehmi,pipeline,ar1_pooled_r1_bias_corrected,0.44273741865542093,0.2670523592758721,0.6355028129193966,37,735,r,AR(1): 0.8,0.8102376852509355,-0.00029566299315432124,weak: design model held-out R^2 = 0.23,0.3647132748128259,pooled lag-1 with Kendall's correction at the mean session length
ehmi,pipeline,ar1_pooled_r1_detrended_raw,0.10186137812419316,-0.0376167641747225,0.27623662295113344,37,735,r,AR(1): 0.8,0.5051900936951795,-0.10077071663369407,weak: design model held-out R^2 = 0.23,0.3647132748128259,pooled lag-1 after removing each session's linear trend (uncorrected)
ehmi,pipeline,ar1_rho08_share_of_residual_variance,0.33439801931730956,0.10422118292550299,0.6221645577710117,37,735,share,AR(1): 1 if the residual were rating error alone,1.0,0.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,"share of within-session residual variance an AR(1) with rho = 0.8 would carry, from the detrended lag-1, if the rest is white after detrending (approximately linear mix of the two simulated readings)"
ehmi,pipeline,ar1_full_removal_pooled_r1_bias_corrected,0.4376215522266862,0.2830828287885476,0.6020978950888032,37,735,r,AR(1): 0.8,0.8102376852509355,-0.00029566299315432124,weak: design model held-out R^2 = 0.23,0.3647132748128259,"pooled, corrected, residual y - pred (b = 1)"
ehmi,pipeline,ar1_raw_composite_pooled_r1_bias_corrected,0.5026242507295099,0.3415197221561378,0.6811509972303706,37,735,r,,,,weak: design model held-out R^2 = 0.23,0.3647132748128259,"pooled, corrected, raw composite (b = 0; search trajectory included)"
ehmi,pipeline,ar1_consecutive_near_designs_r,0.30116953637217175,0.1490640604677686,0.5311675837566306,37,735,r,AR(1): same at any distance,0.6375351232606582,-0.05059114790167115,weak: design model held-out R^2 = 0.23,0.3647132748128259,residual correlation of consecutive trials whose designs are closer than the median step
ehmi,pipeline,ar1_consecutive_far_designs_r,0.41459014610223166,0.18226126492669734,0.6222456279549499,37,735,r,AR(1): same at any distance,0.6375351232606582,-0.05059114790167115,weak: design model held-out R^2 = 0.23,0.3647132748128259,same for consecutive designs farther apart than the median step
ehmi,pipeline,het_resid_var_rel_slope_per_sigma_f,-0.41530492084753723,-0.6551290059432382,-0.20533900908313174,37,735,relative variance per sigma_f,0 (homoscedastic),0.0,0.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,"OLS of squared within-session residual on the LOPO prediction, over the mean squared residual"
ehmi,pipeline,het_resid_sd_ratio_top_to_bottom_tercile,0.445382966565342,0.29593845397167756,0.6225911282197703,37,735,ratio,1 (homoscedastic),1.0,1.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,within-session residual SD in the top over the bottom tercile of LOPO prediction
ehmi,pipeline,het_closepair_var_rel_slope_per_sigma_f_level,-0.44997523951298596,-1.6625471066230912,-0.04204274820636969,27,234,relative variance per sigma_f,0 (homoscedastic),0.0,0.0,identified (model-free),0.3647132748128259,"model-free: squared close-pair difference on the pair's mean rating, over its mean [n_ratings counts pairs]"
ehmi,pipeline,saturation_share_min_Trust,0.012244897959183673,0.0027137042062415195,0.02702702702702703,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of Trust ratings at the instrument minimum (scale 1 to 5)
ehmi,pipeline,saturation_share_max_Trust,0.5918367346938775,0.4735253426143488,0.7005454620872739,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of Trust ratings at the instrument maximum (scale 1 to 5)
ehmi,pipeline,saturation_share_min_Understanding,0.009523809523809525,0.0027100271002710027,0.01904761904761905,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of Understanding ratings at the instrument minimum (scale 1 to 5)
ehmi,pipeline,saturation_share_max_Understanding,0.24625850340136055,0.14226600285558372,0.3500016960651289,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of Understanding ratings at the instrument maximum (scale 1 to 5)
ehmi,pipeline,saturation_share_min_PerceivedSafety,0.0013605442176870747,0.0,0.004098500818550828,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of PerceivedSafety ratings at the instrument minimum (scale -3 to 3)
ehmi,pipeline,saturation_share_max_PerceivedSafety,0.5782312925170068,0.4601147609249461,0.6948303648567821,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of PerceivedSafety ratings at the instrument maximum (scale -3 to 3)
ehmi,pipeline,saturation_share_min_Aesthetics,0.00816326530612245,0.0,0.024691358024691357,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of Aesthetics ratings at the instrument minimum (scale 1 to 7)
ehmi,pipeline,saturation_share_max_Aesthetics,0.601360544217687,0.4766847644503842,0.7319727891156462,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of Aesthetics ratings at the instrument maximum (scale 1 to 7)
ehmi,pipeline,saturation_share_min_Acceptance,0.0013605442176870747,0.0,0.00411522633744856,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of Acceptance ratings at the instrument minimum (scale 1 to 7)
ehmi,pipeline,saturation_share_max_Acceptance,0.5904761904761905,0.45798597227775556,0.7189295971721039,37,735,share,0 in the main arms,0.0,,identified,0.3647132748128259,share of Acceptance ratings at the instrument maximum (scale 1 to 7)
ehmi,pipeline,saturation_share_composite_best_all,0.15918367346938775,0.07891156462585033,0.2503488502839152,37,735,share,0 in the main arms; the capped arm cuts the top 10% of the landscape,,,identified,0.3647132748128259,every construct at its best-end bound (composite at its ceiling)
ehmi,pipeline,saturation_share_composite_worst_all,0.0,0.0,0.0,37,735,share,0,,,identified,0.3647132748128259,every construct at its worst-end bound
ehmi,pipeline,saturation_share_composite_best_any,0.8299319727891157,0.7384808156664673,0.9074892697920416,37,735,share,0,,,identified,0.3647132748128259,at least one construct at its best-end bound
ehmi,pipeline,saturation_share_composite_worst_any,0.02585034013605442,0.006775067750677507,0.04960561083937697,37,735,share,0,,,identified,0.3647132748128259,at least one construct at its worst-end bound
ehmi,pipeline,saturation_share_composite_best_any_last_third,0.8754863813229572,0.7751937984496124,0.9570354298394942,37,735,share,0,,,identified,0.3647132748128259,"at least one construct at its best end, last third of each session"
ehmi,pipeline,saturation_share_composite_best_any_first_two_thirds,0.805439330543933,0.7121777468816337,0.8863277060575967,37,735,share,0,,,identified,0.3647132748128259,"same, first two thirds of each session"
ehmi,pipeline,offset_variance_share,0.4866833346959414,0.34498996129093984,0.5608846228431729,37,735,share,"BIAS: one rater offset by sigma_e; as a random effect SD sigma_e, share 0.5",0.5,0.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,"one-way random-effects (ANOVA) share of a per-participant intercept in y - c*pred, c the calibration slope"
ehmi,pipeline,offset_sd_over_sigma_f,1.1927989104000554,0.8244244936584898,1.4829621816367506,37,735,sigma_f,BIAS: sigma_e,0.7381626297348232,,weak: design model held-out R^2 = 0.23,0.3647132748128259,SD of the per-participant intercept
ehmi,pipeline,offset_sd_over_within_sd,0.97371207434062,0.7257369782754857,1.1301795735304285,37,735,ratio,BIAS: 1,1.0,,weak: design model held-out R^2 = 0.23,0.3647132748128259,offset SD over within-participant residual SD
ehmi,pipeline,offset_variance_share_full_removal,0.4122482698940095,0.2579859169397233,0.49816519317931857,37,735,share,0.5,0.5,,weak: design model held-out R^2 = 0.23,0.3647132748128259,the same with the residual y - pred
ehmi,pipeline,offset_variance_share_session_level,0.4866833346959414,0.34498996129093984,0.5608846228431729,37,735,share,0.5,0.5,,weak: design model held-out R^2 = 0.23,0.3647132748128259,as offset_variance_share with sessions as the groups
ehmi,pipeline,offset_variance_share_shared_designs,0.6068403015898051,0.4475542206309053,0.7188901024478515,36,180,share,0.5,0.5,0.0,identified (model-free),0.3647132748128259,model-free: same decomposition of rating minus the other participants' mean on designs rated by >= 3 participants
ehmi,pipeline,offset_sd_over_within_sd_shared_designs,1.2423750215212945,0.9000735642572573,1.5991647108046,36,180,ratio,1,1.0,,identified (model-free),0.3647132748128259,offset SD over within SD on the shared designs
ehmi,pipeline,het_breusch_pagan_p,5.654178102636373e-08,,,37,735,p,,,,weak: design model held-out R^2 = 0.23,0.3647132748128259,Breusch-Pagan test of the within-session residual on the LOPO prediction (ignores clustering)
ehmi,pipeline,resid_excess_kurtosis,5.185186401864838,2.816015213669176,7.751599776160749,37,735,kurtosis,0 (gaussian),0.0,0.0,weak: design model held-out R^2 = 0.23,0.3647132748128259,excess kurtosis of within-session residuals (b fixed at its full-sample value)
ehmi,pipeline,resid_share_beyond_3sd,0.024489795918367346,0.01091368010973529,0.039780521262002745,37,735,share,0.0027 (gaussian),0.0027,0.0027,weak: design model held-out R^2 = 0.23,0.3647132748128259,share of within-session residuals beyond 3 SD
ehmi,pipeline,sigma_f_manifest,0.3647132748128259,,,37,737,composite points,,,,identified,0.3647132748128259,output/per_dataset/manifest.json (used by the paper)
ehmi,pipeline,sigma_f_recomputed,0.36471327481282595,,,37,737,composite points,,,,identified,0.3647132748128259,"anchor_noise_scale.py procedure re-run: selected oracle, jitter, 100k uniform draws, seed 10007"
ehmi,pipeline,pipeline_oracle_cv_r2,0.5474910874610203,,,37,737,R^2,,,,identified,0.3647132748128259,"output/best_oracle_models.json (kfold CV, jitter, oracle_target mean)"
ehmi,pipeline,design_model_lopo_r2_extra_trees,0.22711644281502374,,,37,735,R^2,,,,identified,0.3647132748128259,LOPO held-out R^2 with the extra_trees family (comparison; the analysis uses extra_trees)
ehmi,pipeline,design_model_lopo_r2_random_forest,0.17366321542356267,,,37,735,R^2,,,,identified,0.3647132748128259,LOPO held-out R^2 with the random_forest family (comparison; the analysis uses extra_trees)
ehmi,pipeline,design_model_lopo_r2_gradient_boosting,0.13328391658307615,,,37,735,R^2,,,,identified,0.3647132748128259,LOPO held-out R^2 with the gradient_boosting family (comparison; the analysis uses extra_trees)
opticarvis,pipeline,design_model_lopo_r2,0.7647914316132686,0.6819427850824189,0.8263365279026486,58,586,R^2,,,,identified,0.3737085152645548,"pooled out-of-fold R^2 of the leave-one-participant-out design model (pipeline's oracle family and hyperparameters, no jitter)"
opticarvis,pipeline,design_model_calibration_slope,0.9676574361381063,0.8780626182050465,1.0576067683326535,58,586,slope,,,,identified,0.3737085152645548,OLS of rating on the LOPO prediction; below 1 means over-dispersed predictions
opticarvis,pipeline,noise_nn_close_ratings,1.253527909815948,1.1340428340988484,1.3387846054830002,50,181,rating points,,,,identified,0.3737085152645548,SD of close within-rater NN pair differences / sqrt 2 (calibrate_noise_from_data.py) [n_ratings counts pairs]
opticarvis,pipeline,noise_nn_close_over_sigma_f,3.3542931418850697,3.034565143092979,3.582430024467736,50,181,sigma_f,"sweep 0.05, 0.25, 1, 5; paper anchor 0.74-3.35",,,identified,0.3737085152645548,the paper's anchor: close-NN nugget / sigma_f [n_ratings counts pairs]
opticarvis,pipeline,noise_nn_close_share_lag1_pairs,0.27624309392265195,0.19013415938669995,0.35354864433811795,50,181,share,,,,identified,0.3737085152645548,share of the nugget's close NN pairs rated on consecutive trials [n_ratings counts pairs]
opticarvis,pipeline,noise_nn_close_excl_mixed_pairs_over_sigma_f,0.44254690622914794,0.31858271322119763,0.5624467687872886,50,181,sigma_f,,,,identified,0.3737085152645548,nugget without the pairs that involve a raw-scale row [n_ratings counts pairs]
opticarvis,scale_consistent,design_model_lopo_r2,-0.21007696891899763,-0.49883598443670707,-0.03630942744010767,58,546,R^2,,,,identified,0.2577087279351241,"pooled out-of-fold R^2 of the leave-one-participant-out design model (pipeline's oracle family and hyperparameters, no jitter)"
opticarvis,scale_consistent,design_model_calibration_slope,0.1937800565691158,-0.06263513603290263,0.4566484195726774,58,546,slope,,,,identified,0.2577087279351241,OLS of rating on the LOPO prediction; below 1 means over-dispersed predictions
opticarvis,scale_consistent,design_model_within_session_coef,0.15570417718912732,-0.010972738973436279,0.3345852937762243,58,546,slope,,,,identified,0.2577087279351241,"b: coefficient of the LOPO prediction in the pooled within-session regression of rating on [trial, prediction]"
opticarvis,scale_consistent,noise_nn_close_ratings,0.17298161989187244,0.12705460432958282,0.21869165276854627,25,118,rating points,,,,identified,0.2577087279351241,SD of close within-rater NN pair differences / sqrt 2 (calibrate_noise_from_data.py) [n_ratings counts pairs]
opticarvis,scale_consistent,noise_nn_close_over_sigma_f,0.6712291868338236,0.49301630312485073,0.8486001018312425,25,118,sigma_f,"sweep 0.05, 0.25, 1, 5; paper anchor 0.74-3.35",,,identified,0.2577087279351241,the paper's anchor: close-NN nugget / sigma_f [n_ratings counts pairs]
opticarvis,scale_consistent,noise_nn_close_share_lag1_pairs,0.4406779661016949,0.3401915969655709,0.5384615384615384,25,118,share,,,,identified,0.2577087279351241,share of the nugget's close NN pairs rated on consecutive trials [n_ratings counts pairs]
opticarvis,scale_consistent,noise_nn_close_attenuation_under_paper_ar1,0.6449129233970076,0.5966759337749754,0.6943854181903071,25,118,ratio,1 under GAUSSIAN,1.0,1.0,identified,0.2577087279351241,nugget / true SD if errors were AR(1) rho=0.8: sqrt(mean(1 - 0.8^lag)) over the nugget's pairs [n_ratings counts pairs]
opticarvis,scale_consistent,noise_within_session_resid_sd_over_sigma_f,0.8142546933117543,0.6765103980812109,0.9445985252864759,58,546,sigma_f,,,,identified (upper bound),0.2577087279351241,"SD of within-session residuals y - b*pred (includes design-model misfit, so an upper bound)"
opticarvis,scale_consistent,semivar_lag1_over_sigma_f2,0.2707934265283818,0.11392519066970255,0.5116124969773994,25,310,sigma_f^2,flat in lag,,,identified (model-free),0.2577087279351241,semivariance of close design pairs rated 1 trial apart [n_ratings counts pairs]
opticarvis,scale_consistent,semivar_lag2to3_over_sigma_f2,0.3201335929957923,0.19085273319252102,0.4804752892964357,25,310,sigma_f^2,flat in lag,,,identified (model-free),0.2577087279351241,semivariance of close design pairs rated 2-3 trials apart [n_ratings counts pairs]
opticarvis,scale_consistent,semivar_lag4plus_over_sigma_f2,0.6219143916517712,0.28397827908152534,1.0349501521654558,25,310,sigma_f^2,flat in lag,,,identified (model-free),0.2577087279351241,semivariance of close design pairs rated >= 4 trials apart [n_ratings counts pairs]
opticarvis,scale_consistent,semivar_ratio_lag1_to_lag4plus,0.4354191351146723,0.17446768842585944,1.0254745609346545,25,310,ratio,1 (GAUSSIAN); paper_expected_value = AR(1) rho 0.8,0.29078233904725226,1.0,identified (model-free),0.2577087279351241,lag-1 over lag>=4 semivariance of close design pairs (model-free serial dependence) [n_ratings counts pairs]
opticarvis,scale_consistent,semivar_ratio_paper_ar1_prediction,0.29078233904725226,0.28034244110603446,0.29916022596444425,25,310,ratio,AR(1),,,identified (model-free),0.2577087279351241,the same ratio implied by AR(1) with rho = 0.8 at the observed lags [n_ratings counts pairs]
opticarvis,scale_consistent,drift_resid_median_total_over_sigma_f,0.4019841864253658,0.1750790638946495,0.8918755556988941,52,532,sigma_f,DRIFT: +sigma_e (paper_expected_value = the noise anchor),0.6712291868338236,0.0,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,median over sessions of the slope of y - b*pred on trial x session span
opticarvis,scale_consistent,drift_resid_full_removal_median_total_over_sigma_f,0.33548563709234597,-0.22930314377618569,0.8780507571962936,52,532,sigma_f,DRIFT: +sigma_e,0.6712291868338236,0.0,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,as above with b = 1 (residual y - pred)
opticarvis,scale_consistent,drift_naive_median_total_over_sigma_f,0.5072171468992386,0.20695198707728482,0.9893255821966969,52,532,sigma_f,,,,identified (raw trend; includes search progress),0.2577087279351241,as above with b = 0 (raw composite: drift + search progress)
opticarvis,scale_consistent,search_progress_median_total_over_sigma_f,0.16988579671617496,-0.05892247692142512,0.5399336864522525,52,532,sigma_f,,,,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,as above on the LOPO prediction (what the model attributes to better designs)
opticarvis,scale_consistent,drift_share_sessions_significant,0.3076923076923077,0.18867924528301888,0.4423076923076923,52,532,share,0.05 with no drift; paper_expected_value = power under exact DRIFT,0.14724796829417303,0.05,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,share of sessions whose slope of y - b*pred on trial has p < 0.05 (two-sided t)
opticarvis,scale_consistent,drift_share_sessions_significant_positive,0.23076923076923078,0.12244897959183673,0.37261029411764673,52,532,share,all significant drift positive,,,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,significant and positive
opticarvis,scale_consistent,drift_share_sessions_significant_negative,0.07692307692307693,0.01818181818181818,0.15384615384615385,52,532,share,0,0.0,,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,significant and negative
opticarvis,scale_consistent,drift_expected_share_significant_under_paper_drift,0.14724796829417303,0.13987065593557818,0.1549432735739874,52,532,share,DRIFT,,,identified,0.2577087279351241,power of the same test at these session lengths if DRIFT held exactly (noncentral t)
opticarvis,scale_consistent,drift_between_session_sd_over_sigma_f,1.0584714709958893,0.6084581299031331,1.3638311444130222,52,532,sigma_f,0 (one common ramp),0.0,0.0,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,"SD of true per-session total drift, method of moments (variance of totals minus mean SE^2)"
opticarvis,scale_consistent,drift_resid_pooled_total_over_sigma_f,0.5103454152155786,0.18593958867524554,0.8204379180751694,52,532,sigma_f,DRIFT: +sigma_e,0.6712291868338236,0.0,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,"pooled within-session regression of rating on [trial, prediction]: trial coefficient x median span"
opticarvis,scale_consistent,drift_resid_full_removal_pooled_total_over_sigma_f,0.3193649411884322,-0.043149562654795026,0.6665030170440528,52,532,sigma_f,DRIFT: +sigma_e,0.6712291868338236,0.0,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,pooled within-session slope of y - pred on trial x median span
opticarvis,scale_consistent,drift_naive_pooled_total_over_sigma_f,0.5455658400526768,0.23077092069712182,0.8494863752908421,52,532,sigma_f,,,,identified (raw trend; includes search progress),0.2577087279351241,pooled within-session slope of the raw composite on trial x median span
opticarvis,scale_consistent,search_progress_pooled_total_over_sigma_f,0.22620089886424463,0.023122684390820863,0.44505278097455536,52,532,sigma_f,,,,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,pooled within-session slope of the LOPO prediction on trial x median span
opticarvis,scale_consistent,drift_resid_pooled_total_over_noise_sd,0.7603146961217062,0.24636312329108165,1.4559859452917656,52,532,noise SD,DRIFT: 1,1.0,0.0,not identified: design model held-out R^2 = -0.21 <= 0,0.2577087279351241,pooled drift over the session / close-NN noise SD
opticarvis,scale_consistent,drift_closepair_total_over_sigma_f,-0.036349742663028116,-0.644023711547139,0.61771000187748,25,310,sigma_f,DRIFT: +sigma_e,0.6712291868338236,0.0,identified (model-free),0.2577087279351241,model-free: rating difference of close design pairs regressed on trial lag (through origin) x median span; biased low by the optimiser's selection of well-rated incumbents [n_ratings counts pairs]
opticarvis,scale_consistent,drift_closepair_total_over_noise_sd,-0.05415399594658453,-0.9355476211012359,1.0071216623554196,25,310,noise SD,DRIFT: 1,1.0,0.0,identified (model-free),0.2577087279351241,close-pair drift over the close-NN noise SD [n_ratings counts pairs]
