delta_x0,delta_x1,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,77.0001453082726,1.5400029061654519,0.820950705933146,24.09576577617481,37.598688432443886,0.0,ei,composite,0.781998,0,50,10,b21b9484-a053-4c5e-ae48-f6e8f1f22174,gaussian,extra_trees,False,0.01,2.0,10.629697799973655,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,142.74327312383377,2.8548654624766754,2.9650534342353305,24.09576577617481,101.43756592687052,0.0,ei,composite,3.909988,0,50,10,70246cd5-09ac-4aa3-bf96-b4abe9b26297,gaussian,extra_trees,False,0.01,2.0,9.659733999986202,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,153.70856358551592,3.0741712717103185,0.49175032196275126,24.09576577617481,24.09576577617481,0.0,random,composite,0.0,0,50,10,07ea749f-23ad-4fb1-916e-21e9e21d5dbc,none,extra_trees,True,0.01,2.0,1.3934819999849424,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,153.70856358551592,3.0741712717103185,0.49175032196275126,24.09576577617481,24.09576577617481,0.0,random,composite,0.195499,0,50,10,d3b332db-c720-44e2-8632-b87d83aae434,gaussian,extra_trees,False,0.01,2.0,1.3137173999566585,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,153.70856358551592,3.0741712717103185,0.49175032196275126,24.09576577617481,24.09576577617481,0.0,random,composite,0.781998,0,50,10,fe79fe03-081b-4cba-9aa3-89d3fb69c45f,gaussian,extra_trees,False,0.01,2.0,1.59352370002307,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,153.70856358551592,3.0741712717103185,2.4390931883537363,24.09576577617481,94.90504108583666,0.0,random,composite,3.909988,0,50,10,a33b4a3e-e4b2-430c-bf1c-a4f837552b82,gaussian,extra_trees,False,0.01,2.0,1.5507642000447959,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,159.49351356878532,3.1898702713757063,0.49175032196275126,24.09576577617481,24.09576577617481,0.0,sobol,composite,0.0,0,50,10,3d22933f-4adc-4252-b75c-b56dd523ad23,none,extra_trees,True,0.01,2.0,1.4435240000020713,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,159.49351356878532,3.1898702713757063,0.49175032196275126,24.09576577617481,24.09576577617481,0.0,sobol,composite,0.195499,0,50,10,8ee3a338-6de8-4d50-9cfc-8ebe0d79a045,gaussian,extra_trees,False,0.01,2.0,1.4150647000060417,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,159.49351356878532,3.1898702713757063,0.49175032196275126,24.09576577617481,24.09576577617481,0.0,sobol,composite,0.781998,0,50,10,0af8544c-bdc8-4d6d-b59d-cc1a16c64765,gaussian,extra_trees,False,0.01,2.0,1.3723259999533184,3.2312612306425907,iso_eggholder,"x0,x1"
-130.61818813895127,-59.80127948505765,143.656897156915,0.0,2.7395109086798395,0.49175032196275126,159.49351356878532,3.1898702713757063,3.2472158433152654,24.09576577617481,147.29987831497732,0.0,sobol,composite,3.909988,0,50,10,d7cd1bb4-537e-4e01-bd5c-d34c5faf7abe,gaussian,extra_trees,False,0.01,2.0,1.5233846999472007,3.2312612306425907,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.5272820906147544,0.6514929653261308,106.51573203076018,2.1303146406152034,0.6514929653261308,51.44613125438147,51.44613125438147,0.0,logei,composite,0.0,0,50,11,675639dc-4b74-4aec-b7e1-7e0769a2692c,none,extra_trees,True,0.01,2.0,9.510821300034877,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.5640944015240983,0.6146806544167869,119.36789813008795,2.387357962601759,0.7532640864358187,45.478120333117026,49.26815315058973,0.0,logei,composite,0.195499,0,50,11,eea51c51-a096-49b1-b34f-98a8d9863cc6,gaussian,extra_trees,False,0.01,2.0,9.077206499991007,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.3570586388292454,0.8217164171116398,79.15580911870968,1.5831161823741937,0.8411414304147038,52.690513368804325,59.34095087490177,0.0,logei,composite,0.781998,0,50,11,3e86221c-5f11-4105-a8f9-e8f4ce20da5a,gaussian,extra_trees,False,0.01,2.0,9.201940900005866,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,154.81013745269678,3.0962027490539357,2.5137966797509,55.22415570109654,136.0457659044851,0.0,logei,composite,3.909988,0,50,11,3297b928-ced1-4799-9c24-2b6b2c296cfa,gaussian,extra_trees,False,0.01,2.0,8.155635499977507,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.3232757451188646,0.8554993108220206,133.9612625536599,2.679225251073198,0.8554993108220206,51.58582439654129,51.58582439654129,0.0,qnei,composite,0.0,0,50,11,b4a30526-c19e-4311-bfbf-d050612d1491,none,extra_trees,True,0.01,2.0,9.810471399978269,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,129.75895009662702,2.5951790019325403,1.1103509894414358,55.22415570109654,57.82834262431259,0.0,qnei,composite,0.195499,0,50,11,744811e1-5dc7-4fa8-8111-2da744a1c7e1,gaussian,extra_trees,False,0.01,2.0,9.311105799977668,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,150.43881077314134,3.008776215462827,1.872346021412293,55.22415570109654,94.66249353009788,0.0,qnei,composite,0.781998,0,50,11,08357e0c-1ad4-438a-a581-42dfbd82db44,gaussian,extra_trees,False,0.01,2.0,8.567535199981648,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,152.47485232012107,3.0494970464024216,2.7530150243106695,55.22415570109654,67.02141114801721,0.0,qnei,composite,3.909988,0,50,11,a7558776-04a2-4512-a006-87226bc7737a,gaussian,extra_trees,False,0.01,2.0,8.709661899949424,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.281046459326776,0.8977285966141091,102.1401404194978,2.042802808389956,0.8977285966141091,53.344025150517545,53.344025150517545,0.0,ucb,composite,0.0,0,50,11,f967413e-d16f-4b0d-9995-9171a74b1de9,none,extra_trees,True,0.01,2.0,7.952193799952511,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,3.0084997958238104,0.17027526011707472,86.4780849358893,1.729561698717786,0.2861654175085735,33.27690812896887,35.16623934671556,0.0,ucb,composite,0.195499,0,50,11,ece7d595-1f3a-48a6-a74f-2265881fedc2,gaussian,extra_trees,False,0.01,2.0,8.055690500012133,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.3343410306776993,0.8444340252631859,98.19584470110445,1.963916894022089,1.2727285666812458,52.544399472620455,78.17946339337465,0.0,ucb,composite,0.781998,0,50,11,9fadeea5-9b3b-48e6-9d6b-d843ede1fbc3,gaussian,extra_trees,False,0.01,2.0,8.824635300028604,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,204.8072821338972,4.096145642677944,3.544174402749983,55.22415570109654,163.12064353234078,0.0,ucb,composite,3.909988,0,50,11,b02cdd03-1117-4ca9-8fca-824849c630d5,gaussian,extra_trees,False,0.01,2.0,11.29084299999522,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.3946410910056732,0.7841339649352119,127.25321993889081,2.545064398777816,0.7841339649352119,50.42511155186051,50.42511155186051,0.0,ei,composite,0.0,0,50,11,bf509be4-125d-47da-9a5a-b868161817e1,none,extra_trees,True,0.01,2.0,10.649517600017134,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.6927804083395923,0.48599464760129285,109.14889705777767,2.1829779411555537,0.6452943852935387,37.74136164571399,44.10632433461612,0.0,ei,composite,0.195499,0,50,11,52ddba32-dfd1-43c2-b515-1fcdb00458b1,gaussian,extra_trees,False,0.01,2.0,10.359784699976444,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.3416414695495984,0.8371335863912868,85.80647192069519,1.7161294384139039,0.9371326448594637,51.57889048796836,55.21817568158437,0.0,ei,composite,0.781998,0,50,11,7628c0b8-bb04-4f00-bad4-3f87ac171488,gaussian,extra_trees,False,0.01,2.0,11.272557799995411,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.631838801999254,0.5469362539416314,151.38934248202423,3.0277868496404845,1.9943385327684109,40.01470976352669,161.61818676593558,0.0,ei,composite,3.909988,0,50,11,235d7184-add0-4dc4-83ae-26cf766333cc,gaussian,extra_trees,False,0.01,2.0,10.370820799958892,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,153.73615521274704,3.0747231042549408,0.9525214789434941,55.22415570109654,55.22415570109654,0.0,random,composite,0.0,0,50,11,46aaef0d-e625-438f-ac77-f455482e47ef,none,extra_trees,True,0.01,2.0,1.424146400007885,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,153.73615521274704,3.0747231042549408,0.9525214789434941,55.22415570109654,55.22415570109654,0.0,random,composite,0.195499,0,50,11,6d1addd1-d7ce-4c1a-bb40-2e8882db197b,gaussian,extra_trees,False,0.01,2.0,1.6062780000502244,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,153.73615521274704,3.0747231042549408,0.9814717614359529,55.22415570109654,56.34593813161287,0.0,random,composite,0.781998,0,50,11,e322110b-27ee-4d79-abcf-f6a18c7992ce,gaussian,extra_trees,False,0.01,2.0,1.3898007000098005,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,153.73615521274704,3.0747231042549408,3.493643286262448,55.22415570109654,158.68239571843134,0.0,random,composite,3.909988,0,50,11,82a6e6f0-9a06-4546-b5ac-afe185e6983f,gaussian,extra_trees,False,0.01,2.0,1.4399941000156105,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,159.47853208170704,3.1895706416341407,0.9525214789434941,55.22415570109654,55.22415570109654,0.0,sobol,composite,0.0,0,50,11,31e88434-af4c-41d1-a967-d83739919a86,none,extra_trees,True,0.01,2.0,1.4080943000153638,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,159.47853208170704,3.1895706416341407,0.9525214789434941,55.22415570109654,55.318203103130564,0.0,sobol,composite,0.195499,0,50,11,8c42dc88-b2b7-4edb-9677-fceb329eb8c4,gaussian,extra_trees,False,0.01,2.0,1.5684688000474125,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,159.47853208170704,3.1895706416341407,3.34020100691236,55.22415570109654,161.5699420977451,0.0,sobol,composite,0.781998,0,50,11,96edbe09-b0c5-4df6-b27e-10eea95567ce,gaussian,extra_trees,False,0.01,2.0,1.558787499961909,3.178775055940885,iso_eggholder,"x0,x1"
484.27843057065763,-481.8829865658065,683.1813895720231,0.0,2.226253576997391,0.9525214789434941,159.47853208170704,3.1895706416341407,2.9122755997326193,55.22415570109654,87.65414609615114,0.0,sobol,composite,3.909988,0,50,11,64b626ee-ae66-4d3c-8e21-2baef1eda0ec,gaussian,extra_trees,False,0.01,2.0,1.5711140999919735,3.178775055940885,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.2224085746225595,0.9311905557268023,120.67784082301935,2.413556816460387,0.9311905557268023,60.27703256037237,60.27703256037237,0.0,logei,composite,0.0,0,50,9,3f5d8577-4052-4221-8a70-a91dca27258d,none,extra_trees,True,0.01,2.0,10.051871199975722,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.2113528441729646,0.9422462861763972,99.98355466672274,1.9996710933344548,1.2288020777079947,62.87960004128004,65.27731653323396,0.0,logei,composite,0.195499,0,50,9,51fbcdc7-99d3-4441-97ef-3d3ff020e285,gaussian,extra_trees,False,0.01,2.0,9.556660900008865,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.9497917118899681,1.2038074184593937,109.05801548446601,2.18116030968932,2.229819436521693,68.90490751555585,83.63146808645514,0.0,logei,composite,0.781998,0,50,9,42ab8f00-6849-4a50-939d-007984f9ac0d,gaussian,extra_trees,False,0.01,2.0,8.68034219997935,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.5176898200140418,1.63590931033532,138.28537154720718,2.7657074309441434,1.63590931033532,81.38449943256676,81.38449943256676,0.0,logei,composite,3.909988,0,50,9,b320180f-a29c-40b5-a661-22e6e17fb34a,gaussian,extra_trees,False,0.01,2.0,7.449700600001961,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.8835053467430054,1.2700937836063564,143.0567268806751,2.8611345376135016,1.2700937836063564,67.66641718023061,67.66641718023061,0.0,qnei,composite,0.0,0,50,9,3d795859-41b5-4020-be15-54eae32dd77d,none,extra_trees,True,0.01,2.0,10.72075749997748,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.1952188244026174,0.9583803059467444,150.49381953740524,3.0098763907481048,0.9583803059467444,56.42234664080902,56.7002131063186,0.0,qnei,composite,0.195499,0,50,9,a2a5e989-ee85-49f0-9ac5-33d36965deb7,gaussian,extra_trees,False,0.01,2.0,9.28873529995326,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.143597805445962,1.0100013249033997,140.6613150193317,2.813226300386634,2.021598825835392,67.5194061319624,96.6192352948196,0.0,qnei,composite,0.781998,0,50,9,f72de753-34f7-4e27-8964-98bfe247f6ed,gaussian,extra_trees,False,0.01,2.0,9.46318840002641,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.5176898200140418,1.63590931033532,166.10884108779925,3.322176821755985,1.8761509422380762,81.38449943256676,127.85094782139169,0.0,qnei,composite,3.909988,0,50,9,d7930d8b-b088-4a03-9bd3-6c89060db0dd,gaussian,extra_trees,False,0.01,2.0,9.128290300024673,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.829342118101678,0.324257012247684,111.23698894676535,2.224739778935307,0.324257012247684,48.824430033196634,48.824430033196634,0.0,ucb,composite,0.0,0,50,9,e0438f33-5384-48cf-b9a0-35ccb2b1a5e8,none,extra_trees,True,0.01,2.0,8.24431400001049,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.9648567819483334,1.1887423484010284,164.1247117284595,3.2824942345691897,1.1887423484010284,80.7137489896653,80.7137489896653,0.0,ucb,composite,0.195499,0,50,9,035550ff-9105-4cb8-ba39-e99de50535ec,gaussian,extra_trees,False,0.01,2.0,7.01086400001077,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.1281876034570515,1.0254115268923103,125.69210558188752,2.5138421116377505,1.1684367937551987,57.649649035220456,59.58591152173192,0.0,ucb,composite,0.781998,0,50,9,65a141cb-415f-4e99-89d8-874d9077d7fe,gaussian,extra_trees,False,0.01,2.0,8.898565900046378,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.762116851302159,1.3914822790472028,171.48540382645484,3.429708076529097,3.9486848426425007,72.7073398218386,196.14033084428817,0.0,ucb,composite,3.909988,0,50,9,4d380d58-2381-4375-9d7e-809c13594bf7,gaussian,extra_trees,False,0.01,2.0,10.372992499964312,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.3153861211087543,0.8382130092406075,129.52621923889092,2.5905243847778183,0.8382130092406075,66.78753075551171,66.78753075551171,0.0,ei,composite,0.0,0,50,9,c32915f5-31aa-44de-be53-862a91e6f3e9,none,extra_trees,True,0.01,2.0,11.326684000028763,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.4330274630539184,0.7205716672954434,113.04459893647662,2.2608919787295325,0.7205716672954434,65.62927029742795,68.49591620432426,0.0,ei,composite,0.195499,0,50,9,96398f9e-c65b-47a5-89cd-5136be19d08d,gaussian,extra_trees,False,0.01,2.0,12.282214100006968,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.7901816430234332,1.3634174873259286,166.2620039383153,3.325240078766306,3.1706492300325553,71.98353153874277,138.93724642121308,0.0,ei,composite,0.781998,0,50,9,2ebc934e-c1cc-42a9-b0e7-0af6a98a9415,gaussian,extra_trees,False,0.01,2.0,9.676107499981299,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.6530138285252713,1.5005853018240904,130.63825842877435,2.612765168575487,2.8408940684107202,75.83774024275982,100.08679158647341,0.0,ei,composite,3.909988,0,50,9,3dc52afc-6214-42a8-b153-724cad2aa061,gaussian,extra_trees,False,0.01,2.0,11.8854144999641,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.5176898200140418,1.63590931033532,158.07286875298206,3.161457375059641,1.63590931033532,81.38449943256676,81.38449943256676,0.0,random,composite,0.0,0,50,9,bfc2e24d-1903-45a8-9c53-4c1c6be23136,none,extra_trees,True,0.01,2.0,1.4457620999892242,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.5176898200140418,1.63590931033532,158.07286875298206,3.161457375059641,1.840765649359065,81.38449943256676,90.29575018009966,0.0,random,composite,0.195499,0,50,9,b5afa79d-a921-4f0f-b8cd-f6e4fe0491df,gaussian,extra_trees,False,0.01,2.0,1.5351844999822788,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.5176898200140418,1.63590931033532,158.07286875298206,3.161457375059641,2.6594343746544906,81.38449943256676,124.27050227985984,0.0,random,composite,0.781998,0,50,9,11ef8c21-0e2d-4e85-8031-bacbd24ec7a6,gaussian,extra_trees,False,0.01,2.0,1.4389873999753036,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,1.5176898200140418,1.63590931033532,158.07286875298206,3.161457375059641,1.840765649359065,81.38449943256676,99.06368858828739,0.0,random,composite,3.909988,0,50,9,330a5df1-041c-46eb-a643-d98769b65815,gaussian,extra_trees,False,0.01,2.0,1.3401460999739356,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.4512283683042884,0.7023707620450734,148.51766044901913,2.9703532089803826,0.7023707620450734,67.04949619963381,67.04949619963381,0.0,sobol,composite,0.0,0,50,9,0311cf06-aeff-4f79-8e8e-877fc308a527,none,extra_trees,True,0.01,2.0,1.4415315000223927,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.4512283683042884,0.7023707620450734,148.51766044901913,2.9703532089803826,0.7023707620450734,67.04949619963381,67.04949619963381,0.0,sobol,composite,0.195499,0,50,9,a096b072-61ff-4c89-a182-9dc856387335,gaussian,extra_trees,False,0.01,2.0,1.3859130999771878,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.4512283683042884,0.7023707620450734,148.51766044901913,2.9703532089803826,2.0226623595857998,67.04949619963381,82.95003879331782,0.0,sobol,composite,0.781998,0,50,9,868923c1-6efd-4e7a-80f4-95bc19c6c766,gaussian,extra_trees,False,0.01,2.0,1.3477456000400707,3.153599130349362,iso_eggholder,"x0,x1"
-273.51147921256734,502.4940788046064,572.1091054114911,0.0,2.4512283683042884,0.7023707620450734,148.51766044901913,2.9703532089803826,1.63590931033532,67.04949619963381,81.38449943256676,0.0,sobol,composite,3.909988,0,50,9,f98b2df5-83d0-41cd-b956-56a8a91de381,gaussian,extra_trees,False,0.01,2.0,1.434055600024294,3.153599130349362,iso_eggholder,"x0,x1"
