arm,procedure,family,k,error_model,scope,jitter_std,jitter_iteration,n_runs,n_landscapes,claim_rate,claim_rate_lo,claim_rate_hi,false_claim_rate,false_claim_rate_lo,false_claim_rate_hi,false_discovery_share,false_discovery_share_lo,false_discovery_share_hi,power,power_lo,power_hi,size,size_lo,size_hi,truly_better_share,truly_better_share_lo,truly_better_share_hi,clean_claim_rate,shipped_d_share,d_is_c_share
output-boba,confirm_k2,confirmation,2.0,drift,pooled,,,4800,20,0.42875,0.35498437499999996,0.49626041666666665,0.006666666666666667,0.0033333333333333335,0.010416666666666666,0.015549076773566569,0.007367220435414056,0.027540068006830714,0.5221649484536083,0.44336561375334066,0.5930629887339001,0.034782608695652174,0.019346453335202612,0.05016131336992002,0.8083333333333333,0.768125,0.846875,0.9766666666666667,0.7852083333333333,0.0025
output-boba,confirm_k2,confirmation,2.0,gaussian,cell,0.05,0.0,600,20,0.855,0.7482916666666666,0.9466666666666667,0.0016666666666666668,0.0,0.005,0.001949317738791423,0.0,0.006682261849598657,0.8752136752136752,0.7734973480792915,0.9594934159031261,0.06666666666666667,0.0,0.13793103448275862,0.975,0.95,0.9933333333333333,0.9766666666666667,0.9666666666666667,0.0
output-boba,confirm_k2,confirmation,2.0,gaussian,cell,0.05,20.0,600,20,0.8516666666666667,0.7482916666666666,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8856152512998267,0.796783938455765,0.9538559322033898,0.0,0.0,0.0,0.9616666666666667,0.9316666666666666,0.9866666666666667,0.9766666666666667,0.9533333333333334,0.0016666666666666668
output-boba,confirm_k2,confirmation,2.0,gaussian,cell,0.25,0.0,600,20,0.5916666666666667,0.44666666666666666,0.7267083333333332,0.0033333333333333335,0.0,0.008333333333333333,0.005633802816901409,0.0,0.016835016835016835,0.6139130434782609,0.46816851218482897,0.7461255234580169,0.08,0.0,0.21052631578947367,0.9583333333333334,0.9283333333333333,0.985,0.9766666666666667,0.9333333333333333,0.0033333333333333335
output-boba,confirm_k2,confirmation,2.0,gaussian,cell,0.25,20.0,600,20,0.565,0.44,0.6900833333333328,0.0,0.0,0.0,0.0,0.0,0.0,0.5895652173913043,0.46891521740544834,0.7094772102611084,0.0,0.0,0.0,0.9583333333333334,0.9266666666666666,0.9866666666666667,0.9766666666666667,0.9216666666666666,0.0
output-boba,confirm_k2,confirmation,2.0,gaussian,cell,1.0,0.0,600,20,0.22666666666666666,0.15329166666666666,0.3067083333333331,0.0033333333333333335,0.0,0.008333333333333333,0.014705882352941176,0.0,0.04397321428571419,0.25868725868725867,0.17540157483373733,0.3498332954996877,0.024390243902439025,0.0,0.06329616234679523,0.8633333333333333,0.805,0.9166666666666666,0.9766666666666667,0.795,0.0033333333333333335
output-boba,confirm_k2,confirmation,2.0,gaussian,cell,1.0,20.0,600,20,0.255,0.14666666666666667,0.38333333333333336,0.006666666666666667,0.0,0.015,0.026143790849673203,0.0,0.07964762087982556,0.2838095238095238,0.16516930748143882,0.4166984732824426,0.05333333333333334,0.0,0.11907142857142844,0.875,0.795,0.9417083333333331,0.9766666666666667,0.8066666666666666,0.0016666666666666668
output-boba,confirm_k2,confirmation,2.0,gaussian,cell,5.0,0.0,600,20,0.05,0.03,0.07170833333333311,0.01,0.0033333333333333335,0.02,0.2,0.06451612903225806,0.36666666666666664,0.06818181818181818,0.03783392087739914,0.10386112759643916,0.024193548387096774,0.007873243785703258,0.045081967213114756,0.5866666666666667,0.5299583333333333,0.645,0.9766666666666667,0.5166666666666667,0.02
output-boba,confirm_k2,confirmation,2.0,gaussian,cell,5.0,20.0,600,20,0.07,0.04833333333333333,0.095,0.015,0.005,0.028333333333333332,0.21428571428571427,0.06349206349206349,0.4250892857142852,0.09565217391304348,0.05801373486726766,0.13333850931677016,0.03529411764705882,0.011573287039704951,0.06461596958174905,0.575,0.4716666666666667,0.6816666666666666,0.9766666666666667,0.595,0.01
output-boba,confirm_k2,confirmation,2.0,gaussian,pooled,,,4800,20,0.433125,0.36020833333333335,0.500640625,0.005,0.003119791666666667,0.006875,0.011544011544011544,0.006457207935481417,0.018364782055156216,0.5071569595261599,0.43162526090714426,0.5742203656546216,0.03208556149732621,0.02112654185985478,0.0437161614065536,0.8441666666666666,0.8039583333333333,0.8800052083333333,0.9766666666666667,0.8110416666666667,0.005
output-boba,confirm_k4,confirmation,4.0,ar1,cell,0.05,0.0,600,20,0.945,0.8983333333333333,0.9833333333333333,0.0016666666666666668,0.0,0.005,0.001763668430335097,0.0,0.0055658627087198514,0.9758620689655172,0.9449329255357883,1.0,0.05,0.0,0.15384615384615385,0.9666666666666667,0.9399583333333332,0.9883333333333333,0.9733333333333334,0.9616666666666667,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,ar1,cell,0.05,20.0,600,20,0.9416666666666667,0.8883333333333333,0.9816666666666667,0.0016666666666666668,0.0,0.005,0.0017699115044247787,0.0,0.005576467778446967,0.9608177172061328,0.9153684025643277,0.9949324324324325,0.07692307692307693,0.0,0.16666666666666666,0.9783333333333334,0.9583333333333334,0.995,0.9733333333333334,0.97,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,ar1,cell,0.25,0.0,600,20,0.8383333333333334,0.7266666666666667,0.93,0.0016666666666666668,0.0,0.005,0.0019880715705765406,0.0,0.0069128414980683455,0.8822495606326889,0.779168946834487,0.9548727448453608,0.03225806451612903,0.0,0.08823529411764706,0.9483333333333334,0.91,0.9833333333333333,0.9733333333333334,0.9283333333333333,0.005
output-boba,confirm_k4,confirmation,4.0,ar1,cell,0.25,20.0,600,20,0.8583333333333333,0.7516666666666667,0.9483749999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.8956521739130435,0.8053397017409114,0.966290270547694,0.0,0.0,0.0,0.9583333333333334,0.9266249999999999,0.9866666666666667,0.9733333333333334,0.9433333333333334,0.0
output-boba,confirm_k4,confirmation,4.0,ar1,cell,1.0,0.0,600,20,0.5183333333333333,0.39,0.6417499999999996,0.0033333333333333335,0.0,0.008333333333333333,0.006430868167202572,0.0,0.01838235294117647,0.6155378486055777,0.48529256639364604,0.7359351245578385,0.02040816326530612,0.0,0.04494635084522723,0.8366666666666667,0.7833333333333333,0.8866666666666667,0.9733333333333334,0.8066666666666666,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,ar1,cell,1.0,20.0,600,20,0.5716666666666667,0.42833333333333334,0.7150416666666665,0.005,0.0,0.013333333333333334,0.008746355685131196,0.0,0.02787945473439694,0.6427221172022685,0.5020236842105262,0.7669162984109603,0.04225352112676056,0.0,0.08108893777498424,0.8816666666666667,0.8066666666666666,0.945,0.9733333333333334,0.8633333333333333,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,ar1,cell,5.0,0.0,600,20,0.08166666666666667,0.055,0.11,0.0033333333333333335,0.0,0.008333333333333333,0.04081632653061224,0.0,0.10870553359683789,0.14641744548286603,0.09937728665021696,0.19477046028679693,0.007168458781362007,0.0,0.017022365841260614,0.535,0.45666666666666667,0.6100416666666665,0.9733333333333334,0.5033333333333333,0.016666666666666666
output-boba,confirm_k4,confirmation,4.0,ar1,cell,5.0,20.0,600,20,0.175,0.08662500000000001,0.2783333333333333,0.013333333333333334,0.005,0.023333333333333334,0.0761904761904762,0.023617433562992125,0.2,0.26575342465753427,0.13430348258706468,0.3978950124001102,0.03404255319148936,0.012982850482850484,0.06186368249559314,0.6083333333333333,0.5049583333333333,0.71,0.9733333333333334,0.615,0.0033333333333333335
output-boba,confirm_k4,confirmation,4.0,ar1,pooled,,,4800,20,0.61625,0.5418697916666667,0.6831354166666666,0.00375,0.00125,0.006666666666666667,0.006085192697768763,0.0019510141539239227,0.012160433566502569,0.7298907646474677,0.6598919950649914,0.7852500089018657,0.023316062176165803,0.009158915312351586,0.0360669272022873,0.8391666666666666,0.7991614583333334,0.8762552083333333,0.9733333333333334,0.8239583333333333,0.003958333333333334
output-boba,confirm_k4,confirmation,4.0,bias,cell,0.05,0.0,600,20,0.9233333333333333,0.8549583333333333,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.947008547008547,0.8922960992907802,0.9932203389830508,0.0,0.0,0.0,0.975,0.955,0.9916666666666667,0.9733333333333334,0.965,0.0
output-boba,confirm_k4,confirmation,4.0,bias,cell,0.05,20.0,600,20,0.92,0.8533333333333334,0.9733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.9517241379310345,0.9027759009009009,0.991350597645153,0.0,0.0,0.0,0.9666666666666667,0.9383333333333334,0.99,0.9733333333333334,0.96,0.0
output-boba,confirm_k4,confirmation,4.0,bias,cell,0.25,0.0,600,20,0.785,0.6466666666666666,0.8917083333333331,0.0016666666666666668,0.0,0.005,0.0021231422505307855,0.0,0.007772525402059078,0.8216783216783217,0.6961585794655415,0.9148457852555658,0.03571428571428571,0.0,0.07894736842105263,0.9533333333333334,0.9166666666666666,0.9833333333333333,0.9733333333333334,0.9183333333333333,0.0033333333333333335
output-boba,confirm_k4,confirmation,4.0,bias,cell,0.25,20.0,600,20,0.79,0.6782916666666666,0.89,0.0033333333333333335,0.0,0.008333333333333333,0.004219409282700422,0.0,0.01160092807424594,0.833922261484099,0.7373141783887469,0.9187817258883249,0.058823529411764705,0.0,0.12508012820512776,0.9433333333333334,0.9033333333333333,0.9783749999999998,0.9733333333333334,0.925,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,bias,cell,1.0,0.0,600,20,0.3983333333333333,0.2816666666666667,0.5216666666666666,0.005,0.0,0.01,0.012552301255230125,0.0,0.028710595231063056,0.4564796905222437,0.32740197545645017,0.5890308085838464,0.03614457831325301,0.0,0.07317969870875174,0.8616666666666667,0.805,0.9100416666666664,0.9733333333333334,0.8133333333333334,0.005
output-boba,confirm_k4,confirmation,4.0,bias,cell,1.0,20.0,600,20,0.42333333333333334,0.2816666666666667,0.5783749999999998,0.0016666666666666668,0.0,0.005,0.003937007874015748,0.0,0.015270111567821475,0.494140625,0.3507660598551277,0.6406265887137771,0.011363636363636364,0.0,0.03200645161290319,0.8533333333333334,0.7749583333333333,0.925,0.9733333333333334,0.785,0.0
output-boba,confirm_k4,confirmation,4.0,bias,cell,5.0,0.0,600,20,0.06,0.04833333333333333,0.07170833333333311,0.016666666666666666,0.008333333333333333,0.02666666666666667,0.2777777777777778,0.13157894736842105,0.43756249999999963,0.07536231884057971,0.05232513416815743,0.09883720930232558,0.0392156862745098,0.01960592830882353,0.05948066029385731,0.575,0.515,0.6316666666666667,0.9733333333333334,0.5283333333333333,0.018333333333333333
output-boba,confirm_k4,confirmation,4.0,bias,cell,5.0,20.0,600,20,0.09,0.05,0.13837499999999978,0.023333333333333334,0.013333333333333334,0.03333333333333333,0.25925925925925924,0.14606156367041198,0.4737468671679194,0.1532567049808429,0.07487808626165351,0.22826671341748475,0.04129793510324484,0.023696370666001495,0.061112110311750595,0.435,0.3283333333333333,0.5533333333333333,0.9733333333333334,0.4866666666666667,0.0
output-boba,confirm_k4,confirmation,4.0,bias,pooled,,,4800,20,0.54875,0.4749791666666666,0.6154270833333332,0.006458333333333333,0.003958333333333334,0.009375,0.011769172361427487,0.006778848468798151,0.018247957898384747,0.6609954291518537,0.5890018207553411,0.7215900043795626,0.03596287703016241,0.02298568852828488,0.04878412596775131,0.8204166666666667,0.7808333333333334,0.8573020833333332,0.9733333333333334,0.7977083333333334,0.0035416666666666665
output-boba,confirm_k4,confirmation,4.0,drift,cell,0.05,0.0,600,20,0.9016666666666666,0.83,0.9633749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.944153577661431,0.8912646589736373,0.9880967488518251,0.0,0.0,0.0,0.955,0.9183333333333333,0.9866666666666667,0.9733333333333334,0.9566666666666667,0.0033333333333333335
output-boba,confirm_k4,confirmation,4.0,drift,cell,0.05,20.0,600,20,0.9166666666666666,0.84,0.975,0.0016666666666666668,0.0,0.005,0.0018181818181818182,0.0,0.005649717514124294,0.9481865284974094,0.8967925539675592,0.9847972972972973,0.047619047619047616,0.0,0.25,0.965,0.9333333333333333,0.99,0.9733333333333334,0.9583333333333334,0.0
output-boba,confirm_k4,confirmation,4.0,drift,cell,0.25,0.0,600,20,0.7883333333333333,0.6616666666666666,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.8226086956521739,0.708185053380783,0.9123711340206185,0.0,0.0,0.0,0.9583333333333334,0.9316666666666666,0.9816666666666667,0.9733333333333334,0.94,0.0
output-boba,confirm_k4,confirmation,4.0,drift,cell,0.25,20.0,600,20,0.79,0.6716666666666666,0.895,0.0033333333333333335,0.0,0.008333333333333333,0.004219409282700422,0.0,0.011961722488038277,0.8353982300884956,0.7404600725952812,0.9173837938340467,0.05714285714285714,0.0,0.1316228070175436,0.9416666666666667,0.895,0.9816666666666667,0.9733333333333334,0.9283333333333333,0.0
output-boba,confirm_k4,confirmation,4.0,drift,cell,1.0,0.0,600,20,0.385,0.275,0.5016666666666667,0.0016666666666666668,0.0,0.005,0.004329004329004329,0.0,0.01639569446946495,0.45098039215686275,0.3312722640015832,0.572539103269678,0.011111111111111112,0.0,0.034782608695652174,0.85,0.8,0.8983333333333333,0.9733333333333334,0.785,0.006666666666666667
output-boba,confirm_k4,confirmation,4.0,drift,cell,1.0,20.0,600,20,0.44333333333333336,0.295,0.6,0.006666666666666667,0.0,0.015,0.015037593984962405,0.0,0.04257631822386666,0.51171875,0.3530624300460142,0.6617759317467444,0.045454545454545456,0.0,0.07894736842105263,0.8533333333333334,0.775,0.9250416666666664,0.9733333333333334,0.7783333333333333,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,drift,cell,5.0,0.0,600,20,0.051666666666666666,0.035,0.07,0.008333333333333333,0.0033333333333333335,0.015,0.16129032258064516,0.05555555555555555,0.2777777777777778,0.08333333333333333,0.05594348086124402,0.11333911671924286,0.017361111111111112,0.006042296072507553,0.03305861084103062,0.52,0.44333333333333336,0.6016666666666667,0.9733333333333334,0.515,0.006666666666666667
output-boba,confirm_k4,confirmation,4.0,drift,cell,5.0,20.0,600,20,0.095,0.045,0.15333333333333332,0.016666666666666666,0.006666666666666667,0.028333333333333332,0.17543859649122806,0.06023493975903615,0.4444444444444444,0.16262975778546712,0.06612251591454597,0.2547654117996323,0.03215434083601286,0.014084507042253521,0.05145387515245589,0.4816666666666667,0.391625,0.5783749999999998,0.9733333333333334,0.5283333333333333,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,drift,pooled,,,4800,20,0.5464583333333334,0.47143749999999995,0.6143802083333333,0.004791666666666666,0.0025,0.007291666666666667,0.008768585589020206,0.004346015746456628,0.014653670551483831,0.6641123882503193,0.5914838391760305,0.7262056977808558,0.02598870056497175,0.015523662573675387,0.035642338854267486,0.815625,0.7752083333333334,0.8533385416666667,0.9733333333333334,0.79875,0.0025
output-boba,confirm_k4,confirmation,4.0,gaussian,cell,0.05,0.0,600,20,0.9183333333333333,0.8583333333333333,0.97,0.0016666666666666668,0.0,0.005,0.0018148820326678765,0.0,0.005836860309008577,0.9532062391681109,0.9054144522751926,0.9931040407631235,0.043478260869565216,0.0,0.12,0.9616666666666667,0.93,0.9883333333333333,0.9733333333333334,0.9566666666666667,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,gaussian,cell,0.05,20.0,600,20,0.9033333333333333,0.81,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.9360967184801382,0.8624876792114696,0.9881154499151104,0.0,0.0,0.0,0.965,0.935,0.9883333333333333,0.9733333333333334,0.965,0.0016666666666666668
output-boba,confirm_k4,confirmation,4.0,gaussian,cell,0.25,0.0,600,20,0.785,0.6582916666666666,0.8867083333333331,0.0016666666666666668,0.0,0.005,0.0021231422505307855,0.0,0.006726835289968256,0.8216783216783217,0.7050330227621181,0.9128976250823594,0.03571428571428571,0.0,0.125,0.9533333333333334,0.9266666666666666,0.9766666666666667,0.9733333333333334,0.9266666666666666,0.005
output-boba,confirm_k4,confirmation,4.0,gaussian,cell,0.25,20.0,600,20,0.7866666666666666,0.6583333333333333,0.9,0.0016666666666666668,0.0,0.005,0.00211864406779661,0.0,0.007159904534606206,0.8219895287958116,0.7063633052246119,0.9203423528062176,0.037037037037037035,0.0,0.08333333333333333,0.955,0.92,0.9866666666666667,0.9733333333333334,0.9433333333333334,0.0
output-boba,confirm_k4,confirmation,4.0,gaussian,cell,1.0,0.0,600,20,0.4,0.2833333333333333,0.5216666666666666,0.006666666666666667,0.0016666666666666668,0.013333333333333334,0.016666666666666666,0.003459909318697053,0.03910888377697446,0.4600389863547758,0.33069183613523917,0.5919646962233168,0.04597701149425287,0.010869565217391304,0.08738167475728154,0.855,0.7966666666666666,0.9066666666666666,0.9733333333333334,0.79,0.01
output-boba,confirm_k4,confirmation,4.0,gaussian,cell,1.0,20.0,600,20,0.43666666666666665,0.2916666666666667,0.5916666666666667,0.0033333333333333335,0.0,0.008333333333333333,0.007633587786259542,0.0,0.024510555756044744,0.5078125,0.3568212016296694,0.6572630593069276,0.022727272727272728,0.0,0.05357142857142857,0.8533333333333334,0.7699583333333333,0.9266666666666666,0.9733333333333334,0.8216666666666667,0.0016666666666666668
