dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_InterventionLightingTransparency,delta_excess_AuditoryAlertVolume,delta_excess_InterventionSymbolTransparency,delta_excess_LevelOfAutonomy,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
provoice,composite,qnei,extra_trees,gaussian,0.112147,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.003709504230337224,5.145738241528999,0.10291476483057993,-0.09039075509500094
provoice,composite,qnei,extra_trees,gaussian,0.112147,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.4015914738528319,-0.815246484720844,0.0,0.9087918038368211,-0.003709504230337224,-1.5452951588984796,-0.030905903177969596,0.014567391327811041
provoice,composite,qnei,extra_trees,gaussian,0.448589,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0036492920659589867,5.643818045102368,0.11287636090204733,2.2253844488844523
provoice,composite,qnei,extra_trees,gaussian,0.448589,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.722633469245803,0.5221748105299296,-0.8858428115545425,-0.12140575064995607,1.2626648433768672,0.0026492920659587638,-4.680286710138738,-0.09360573420277479,0.06225836355003089
provoice,composite,qnei,extra_trees,gaussian,2.242944,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.00237305749805794,9.135428782368972,0.1827085756473794,4.005022382709862
provoice,composite,qnei,extra_trees,gaussian,2.242944,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.4244837166131543,-0.8858428115545425,0.0,0.9822952267279799,-0.003709504230337224,-4.233892751891911,-0.08467785503783826,-0.10624973830181306
provoice,composite,logei,extra_trees,gaussian,0.022429,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,2.069385081933593,0.04138770163867189,0.005740740740739714
provoice,composite,logei,extra_trees,gaussian,0.022429,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.0038811766447297558,0.0,0.0,2.4740308840920378e-05,0.003881255496675949,0.0,2.168964651314436,0.043379293026288734,0.0
provoice,composite,logei,extra_trees,gaussian,0.112147,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.000160493827160213,-2.704061276076086,-0.054081225521521725,1.2937089947089893
provoice,composite,logei,extra_trees,gaussian,0.112147,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.0009088386947584404,0.0,0.0,-0.0019963036991801353,0.0021934484795523503,0.0,2.212192902116822,0.04424385804233644,0.0
provoice,composite,logei,extra_trees,gaussian,0.448589,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.05097398589065205,-8.530994420205928,-0.17061988840411857,3.2752506613756394
provoice,composite,logei,extra_trees,gaussian,0.448589,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.6960105275258018,0.0,0.0,0.11119876595088807,0.7048374422345519,0.0,-9.825027348697185,-0.1965005469739437,0.0
provoice,composite,logei,extra_trees,gaussian,2.242944,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,7.067025994949926,0.14134051989899854,5.258821268237915
provoice,composite,logei,extra_trees,gaussian,2.242944,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.6960105275258018,0.0,0.10720467078133761,0.014815115670270274,0.7043741786269592,0.0,-2.789950236765897,-0.0557990047353179,0.0
provoice,composite,qnei,extra_trees,gaussian,0.022429,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.000160493827160213,5.140965846639368,0.1028193169327874,4.313413580246897
provoice,composite,qnei,extra_trees,gaussian,0.022429,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0015794239025682666,-0.010361308442925377,0.0,0.0,0.010480996732822725,0.0,3.7401099480608764,0.07480219896121754,0.0
provoice,composite,qnei,extra_trees,gaussian,0.112147,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.00408435545935526,8.9461639139978,0.17892327827995597,5.544174841362337
provoice,composite,qnei,extra_trees,gaussian,0.112147,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.3744339369653797,0.6653663883045513,0.0,-0.060697597400155456,0.765896469613869,0.0,1.4303460871487275,0.028606921742974578,0.0
provoice,composite,qnei,extra_trees,gaussian,0.448589,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.000160493827160213,4.104913424518152,0.08209826849036306,0.30439594356261646
provoice,composite,qnei,extra_trees,gaussian,0.448589,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.35861124238909814,0.6653663883045513,0.0,-0.07615034651936547,0.7596797543230404,0.0,3.982149379535347,0.07964298759070693,0.0
provoice,composite,qnei,extra_trees,gaussian,2.242944,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.009838183421516877,11.110296593059786,0.2222059318611957,4.790983465608464
provoice,composite,qnei,extra_trees,gaussian,2.242944,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.7450312297778272,0.021586846841600504,0.9,-0.24728848668692738,1.194440924009528,0.0,5.211291885601039,0.10422583771202076,0.0
provoice,composite,logei,extra_trees,gaussian,0.022429,0,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.0875553690137022,0.29495939468189647,0.005899187893637969,-2.7426536172161144
provoice,composite,logei,extra_trees,gaussian,0.022429,20,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.37940908496760883,0.0,0.0,-0.0003699364473328526,0.3794092653177216,0.0,2.1482762641746795,0.04296552528349362,0.0
provoice,composite,logei,extra_trees,gaussian,0.112147,0,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.07293157768157765,-3.55298827041576,-0.07105976540831521,3.4627449862487047
provoice,composite,logei,extra_trees,gaussian,0.112147,20,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.3488634903734267,0.0,0.0,-0.0008095106862188173,0.3488644295755603,-0.0442599206349209,0.9930985246680244,0.01986197049336047,-0.8188085317460381
provoice,composite,logei,extra_trees,gaussian,0.448589,0,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.02873941798941837,-5.686383157819847,-0.11372766315639693,2.119364665180914
provoice,composite,logei,extra_trees,gaussian,0.448589,20,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.14594625151871177,0.0,0.0,-0.033600495122466545,0.14976415327052725,-0.015759920634921265,-7.116799493004429,-0.14233598986008855,-0.0866795634920674
provoice,composite,logei,extra_trees,gaussian,2.242944,0,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.20948739377905823,20.806245663649644,0.41612491327299284,9.967392853813182
provoice,composite,logei,extra_trees,gaussian,2.242944,20,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.10101269927027548,-0.04562666572101204,-0.15061462795556535,-0.3477962933979344,0.3948827495525976,0.0,14.269018104136801,0.285380362082736,0.0
provoice,composite,qnei,extra_trees,gaussian,0.022429,0,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.12621145366978614,1.3288640039339192,0.026577280078678434,0.9336790058782185
provoice,composite,qnei,extra_trees,gaussian,0.022429,20,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.08325471601592416,0.0,0.0,0.028187800701934163,0.08789709805962959,0.0,-1.8947395679166448,-0.03789479135833285,0.18270585741419154
provoice,composite,qnei,extra_trees,gaussian,0.112147,0,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0008529880613212804,-2.521302246875848,-0.0504260449375169,-1.9445873514837295
provoice,composite,qnei,extra_trees,gaussian,0.112147,20,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.11753871311135389,0.0,0.0,0.0358615137596503,0.12288774246850961,0.0,3.0367750567669063,0.06073550113533821,0.35776380653397055
provoice,composite,qnei,extra_trees,gaussian,0.448589,0,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.0006066680233348665,-1.077934653571159,-0.021558693071423107,-1.814929300176411
provoice,composite,qnei,extra_trees,gaussian,0.448589,20,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.4236930221019325,0.0,0.016942110603391375,0.0358615137596503,0.42554536803812093,0.0,1.1673871737830126,0.023347743475660265,-0.8004095593772931
provoice,composite,qnei,extra_trees,gaussian,2.242944,0,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.0006066680233348665,12.497929392697081,0.24995858785394165,1.5578556641125925
provoice,composite,qnei,extra_trees,gaussian,2.242944,20,9,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.13069472088180734,0.0,0.0,0.0358615137596503,0.13552548924651447,-0.0006066680233348665,3.304726263959715,0.06609452527919435,-0.5479026024751761
provoice,composite,logei,extra_trees,gaussian,0.022429,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.0016560846560846887,3.6038775453704694,0.07207755090740942,1.7612518037518123
provoice,composite,logei,extra_trees,gaussian,0.022429,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,0.7101453346036699,0.014202906692073414,0.0
provoice,composite,logei,extra_trees,gaussian,0.112147,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.003234898589065227,2.6277167702396262,0.05255433540479254,1.9611890983245077
provoice,composite,logei,extra_trees,gaussian,0.112147,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,-0.21689679070929202,-0.004337935814185845,0.0
provoice,composite,logei,extra_trees,gaussian,0.448589,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.1285127865961193,7.095182503200274,0.14190365006400552,8.78556128747801
provoice,composite,logei,extra_trees,gaussian,0.448589,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.003600529100528993,-5.805484267865394,-0.11610968535730787,-0.005400793650792934
provoice,composite,logei,extra_trees,gaussian,2.242944,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.07739153439153379,27.45086818884064,0.5490173637768129,13.633109347442682
provoice,composite,logei,extra_trees,gaussian,2.242944,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-1.0,-0.9,0.0,-0.6078198961383344,1.476294356197847,-0.003600529100528993,0.5626092666053069,0.011252185332106146,-0.07021031746031525
provoice,composite,qnei,extra_trees,gaussian,0.022429,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.005708002645502086,-7.250446145472466,-0.1450089229094494,4.487099922839491
provoice,composite,qnei,extra_trees,gaussian,0.022429,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.005708002645502086,-2.697638428011235,-0.05395276856022474,0.1284300595237955
provoice,composite,qnei,extra_trees,gaussian,0.112147,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.005708002645502086,0.7973917923011697,0.01594783584602333,3.0611619819223748
provoice,composite,qnei,extra_trees,gaussian,0.112147,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",1.0,0.0,0.0,0.0,1.0,0.006509259259259048,-2.6355447550743456,-0.052710895101486965,0.3559854497354511
provoice,composite,qnei,extra_trees,gaussian,0.448589,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.00036069563152907325,-0.9343051420828026,-0.01868610284165606,2.4013597417243115
provoice,composite,qnei,extra_trees,gaussian,0.448589,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.010679646994572911,0.0,0.0,0.010679646994572911,0.007382605820105526,-8.0579744369083,-0.16115948873816605,0.1761562499999929
provoice,composite,qnei,extra_trees,gaussian,2.242944,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.3346989638447968,25.760549260352967,0.5152109852070592,15.1021123787478
provoice,composite,qnei,extra_trees,gaussian,2.242944,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,-0.3641029098722548,-0.007282058197445096,0.0456640211640158
provoice,composite,logei,extra_trees,gaussian,0.022429,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.0002431457431457673,-6.615819952717036,-0.13231639905434073,-0.2652144059644064
provoice,composite,logei,extra_trees,gaussian,0.022429,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.002905307387426337,0.002905307387426337,-0.0002431457431457673,6.042091693343028,0.12084183386686054,-0.005957070707071743
provoice,composite,logei,extra_trees,gaussian,0.112147,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.12269609788359825,3.930280811350091,0.0786056162270018,14.425306622775373
provoice,composite,logei,extra_trees,gaussian,0.112147,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0007546611780803181,0.0007546611780803181,-0.0004378306878305427,-2.6053188558899407,-0.05210637711779886,-0.006930074555074661
provoice,composite,logei,extra_trees,gaussian,0.448589,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,-12.015455438254236,-0.24030910876508474,1.272469469830579
provoice,composite,logei,extra_trees,gaussian,0.448589,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,-0.013785766496546281,0.013785766496546281,-0.0002431457431457673,-6.892953507571761,-0.13785907015143523,-0.0032824675324674146
provoice,composite,logei,extra_trees,gaussian,2.242944,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,7.828603242871278,0.15657206485742559,5.053424603174606
provoice,composite,logei,extra_trees,gaussian,2.242944,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,-0.9,0.326914925766551,0.9575350482822808,0.0,0.4038585815736617,0.008077171631473201,0.0
provoice,composite,qnei,extra_trees,gaussian,0.022429,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,-3.206826410535715,-0.0641365282107143,0.013103174603174672
provoice,composite,qnei,extra_trees,gaussian,0.022429,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,-1.7468191870493328,-0.03493638374098662,0.0
provoice,composite,qnei,extra_trees,gaussian,0.112147,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,-2.2292019425228133,-0.044584038850456253,6.959239658489661
provoice,composite,qnei,extra_trees,gaussian,0.112147,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,1.3877787807814457e-17,0.0,0.0,1.3877787807814457e-17,0.0,-2.8468224399692588,-0.0569364487993852,0.0
provoice,composite,qnei,extra_trees,gaussian,0.448589,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0004378306878305427,9.925328578397384,0.1985065715679477,12.26051163342827
provoice,composite,qnei,extra_trees,gaussian,0.448589,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,-2.141288182559993,-0.04282576365119983,0.0
provoice,composite,qnei,extra_trees,gaussian,2.242944,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0,5.643415976646423,0.11286831953292842,9.328042849126183
provoice,composite,qnei,extra_trees,gaussian,2.242944,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-1.0,0.0,-0.9,0.0,1.3453624047073711,0.0,7.692014695711286,0.1538402939142257,0.0
provoice,composite,logei,extra_trees,gaussian,0.022429,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.1060210343396617,-10.262277596999809,-0.20524555193999616,-9.17941121696025
provoice,composite,logei,extra_trees,gaussian,0.022429,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0005317792137145005,0.00047492266829340934,-0.0016067365193802585,-0.00015032696530475897,0.0017642395280136058,0.014445417055711451,1.02665787026514,0.020533157405302815,-1.060363377590111
provoice,composite,logei,extra_trees,gaussian,0.112147,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.038141625168586324,-9.116746179809141,-0.18233492359618286,0.5954407672722191
provoice,composite,logei,extra_trees,gaussian,0.112147,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0006254218294656777,0.00038324521309562876,-0.0018404692282093515,-0.0003532896060790547,0.0020125033872970075,0.014583333333333726,4.443630202136838,0.08887260404273667,6.481071578793376
provoice,composite,logei,extra_trees,gaussian,0.448589,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.06223554051250135,-6.285573101570208,-0.12571146203140415,-10.894667479987342
provoice,composite,logei,extra_trees,gaussian,0.448589,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0027492499147208083,-0.005350641444642812,-0.010279050435347492,-0.007472458636335166,0.014060023288987795,0.05202213663243127,3.825341671642761,0.07650683343285514,-2.3638239956757126
provoice,composite,logei,extra_trees,gaussian,2.242944,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.14889238675268068,9.11397260553813,0.18227945211076257,0.48227805378172306
provoice,composite,logei,extra_trees,gaussian,2.242944,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0014935864343479377,-0.0008710795668769311,-0.004565298181445021,-0.0028136006620635423,0.005634525376619429,0.26478044314073723,3.893975976654758,0.07787951953309513,5.216277502669747
provoice,composite,qnei,extra_trees,gaussian,0.022429,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0022106481481481977,2.0937798148793654,0.0418755962975873,0.227266003286843
provoice,composite,qnei,extra_trees,gaussian,0.022429,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.04080286475579886,0.14362971955265763,0.05259202107529537,0.005536587477021848,0.15840121398755164,0.11434049823633097,3.795362591791548,0.07590725183583102,3.0461169248326136
provoice,composite,qnei,extra_trees,gaussian,0.112147,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.07673611111111123,7.410416290462944,0.1482083258092589,4.955825004856205
provoice,composite,qnei,extra_trees,gaussian,0.112147,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.036790842838935744,0.14160414610010347,-0.07616308544394135,0.009758497438642377,0.16523118400029643,0.23812267516434116,5.138429175039196,0.102768583500784,3.8501176948051885
provoice,composite,qnei,extra_trees,gaussian,0.448589,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.08966865079365072,12.6568541313457,0.25313708262691403,4.973072951354187
provoice,composite,qnei,extra_trees,gaussian,0.448589,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.18197783672244788,0.30234361879558,0.19296692557721473,-0.031026040414353806,0.40339366186778935,0.23415063803299085,7.593080101058032,0.15186160202116072,4.167496274898859
provoice,composite,qnei,extra_trees,gaussian,2.242944,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.0001388888888889106,-5.651320622009113,-0.11302641244018219,-11.295423235329473
provoice,composite,qnei,extra_trees,gaussian,2.242944,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.14443716443438592,0.44093234843944923,-0.3840433120704949,-0.1192222210579354,0.6139923728436996,4.929193899749773e-05,5.323442198755291,0.10646884397510592,2.9259899414311157
