arm,procedure,family,k,error_model,scope,jitter_std,jitter_iteration,n_runs,n_landscapes,claim_rate,claim_rate_lo,claim_rate_hi,false_claim_rate,false_claim_rate_lo,false_claim_rate_hi,false_discovery_share,false_discovery_share_lo,false_discovery_share_hi,power,power_lo,power_hi,size,size_lo,size_hi,truly_better_share,truly_better_share_lo,truly_better_share_hi,clean_claim_rate,shipped_d_share,d_is_c_share
output-boba-slip,confirm_k2,confirmation,2.0,slip,cell,0.15,20.0,200,20,0.53,0.38,0.675,0.005,0.0,0.015,0.009433962264150943,0.0,0.03449788263762847,0.603448275862069,0.45340427475337963,0.7383850129198966,0.038461538461538464,0.0,0.16,0.87,0.779875,0.95,0.62,0.84,0.0
output-boba-slip,confirm_k2,confirmation,2.0,slip,cell,0.4,0.0,200,20,0.265,0.18,0.365,0.01,0.0,0.025,0.03773584905660377,0.0,0.09302325581395349,0.4396551724137931,0.30892979256895375,0.5825280941824019,0.023809523809523808,0.0,0.060240963855421686,0.58,0.475,0.69,0.62,0.58,0.015
output-boba-slip,confirm_k2,confirmation,2.0,slip,cell,0.4,20.0,200,20,0.44,0.295,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5534591194968553,0.40268456375838924,0.6932515337423313,0.0,0.0,0.0,0.795,0.685,0.895,0.62,0.755,0.015
output-boba-slip,confirm_k2,confirmation,2.0,slip,pooled,,,1600,20,0.46375,0.34746875,0.5775,0.003125,0.00125,0.005625,0.006738544474393531,0.002116123642439432,0.014235016216946709,0.5435103244837758,0.4120146636036102,0.6632448410398641,0.020491803278688523,0.006268615904452192,0.03922051579252388,0.8475,0.788125,0.903125,0.62,0.818125,0.005625
output-boba-slip,standard,standard,,slip,cell,0.01,0.0,200,20,1.0,1.0,1.0,0.01,0.0,0.025,0.01,0.0,0.025,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.975,1.0,1.0,,
output-boba-slip,standard,standard,,slip,cell,0.01,20.0,200,20,0.995,0.985,1.0,0.01,0.0,0.03,0.010050251256281407,0.0,0.030303030303030304,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.985,0.96,1.0,1.0,,
output-boba-slip,standard,standard,,slip,cell,0.05,0.0,200,20,0.99,0.975,1.0,0.11,0.04,0.195,0.1111111111111111,0.04020100502512563,0.19597989949748743,1.0,1.0,1.0,0.9166666666666666,0.7777777777777778,1.0,0.88,0.79,0.955,1.0,,
output-boba-slip,standard,standard,,slip,cell,0.05,20.0,200,20,0.995,0.985,1.0,0.06,0.01,0.13,0.06030150753768844,0.01,0.13066976295619503,1.0,1.0,1.0,0.9230769230769231,0.6666666666666666,1.0,0.935,0.865,0.99,1.0,,
output-boba-slip,standard,standard,,slip,cell,0.15,0.0,200,20,0.96,0.925,0.99,0.215,0.125,0.315,0.22395833333333334,0.1283388180447004,0.328125,1.0,1.0,1.0,0.8431372549019608,0.6976568005637773,0.9574689716312056,0.745,0.64,0.845,1.0,,
output-boba-slip,standard,standard,,slip,cell,0.15,20.0,200,20,0.985,0.97,1.0,0.12,0.045,0.205,0.1218274111675127,0.045454545454545456,0.2081483735626229,1.0,1.0,1.0,0.8888888888888888,0.7894736842105263,1.0,0.865,0.77,0.95,1.0,,
output-boba-slip,standard,standard,,slip,cell,0.4,0.0,200,20,0.92,0.88,0.955,0.375,0.28,0.465,0.4076086956521739,0.30207093253968254,0.5136649759985509,1.0,1.0,1.0,0.8241758241758241,0.754527972027972,0.8953677136816671,0.545,0.44,0.655,1.0,,
output-boba-slip,standard,standard,,slip,cell,0.4,20.0,200,20,0.98,0.955,1.0,0.05,0.015,0.09,0.05102040816326531,0.015384615384615385,0.09375,1.0,1.0,1.0,0.7142857142857143,0.4,1.0,0.93,0.88,0.97,1.0,,
output-boba-slip,standard,standard,,slip,pooled,,,1600,20,0.978125,0.965625,0.98875,0.11875,0.079375,0.1625,0.12140575079872204,0.08063364152767706,0.1665586624364516,1.0,1.0,1.0,0.8444444444444444,0.7562768145232777,0.9095020999115825,0.859375,0.811859375,0.903765625,1.0,,
